node_id,full_name,stratum_indeg,stratum_size,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T,typecheck_B,typecheck_T
307632,min_eq_right_of_lt,medium,small,"If $b < a$ in a linearly ordered type, then $\min(a, b) = b$.",min_eq_right_of_lt.{u_1} {α : Type u_1} [LinearOrder α] {a b : α} (h : b < a) : min a b = b,"```lean
theorem min_eq_of_lt {α : Type*} [LinearOrder α] {a b : α} (h : b < a) : min a b = b := by sorry
```","```lean
theorem min_eq_right_of_lt {α : Type u_1} [LinearOrder α] {a b : α} (h : b < a) : min a b = b :=
  min_eq_right (le_of_lt h)
```",14,0,T,A provides a complete proof using min_eq_right and le_of_lt; B is incomplete (uses sorry). Both match the signature.,False,False,9,8,False,True
248356,HomologicalComplex₂.flip_X_X,non_dense,large,"The statement asserts that for a double homological complex $K$ in a category $C$ with zero morphisms, indexed by complex shapes over types $I_1$ and $I_2$, accessing the object at position $(i,j)$ after flipping the complex (which swaps the two indices) is equal to accessing the object at position $(j,i)$ in the original complex; in other words, flipping a double complex commutes with extracting objects at swapped indices.","HomologicalComplex₂.flip_X_X.{v_1, u_1, u_2, u_3} {C : Type u_1} [CategoryTheory.Category.{v_1, u_1} C]
  [CategoryTheory.Limits.HasZeroMorphisms C] {I₁ : Type u_2} {I₂ : Type u_3} {c₁ : ComplexShape I₁}
  {c₂ : ComplexShape I₂} (K : HomologicalComplex₂ C c₁ c₂) (i : I₂) (j : I₁) :
  HomologicalComplex.X (HomologicalComplex.X (HomologicalComplex₂.flip K) i) j =
    HomologicalComplex.X (HomologicalComplex.X K j) i","```lean
def DoubleComplex.flip_obj_eq {C : Type*} [CategoryTheory.Category C] {I₁ I₂ : Type*} (K : DoubleComplex C I₁ I₂) (i : I₁) (j : I₂) : K.flip.X j i = K.X i j := by sorry
```","```lean
theorem HomologicalComplex₂.X_flip {C : Type u_1} [CategoryTheory.Category.{v_1, u_1} C]
  [CategoryTheory.Limits.HasZeroMorphisms C] {I₁ : Type u_2} {I₂ : Type u_3}
  {c₁ : ComplexShape I₁} {c₂ : ComplexShape I₂} (K : HomologicalComplex₂ C c₁ c₂)
  (i : I₁) (j : I₂) : (K.flip).X j i = K.X i j := by sorry
```",16,0,T,A matches target signature semantics and universe params; B uses different types (DoubleComplex vs HomologicalComplex₂) and misses complexity structure.,False,False,41,18,False,True
124936,CategoryTheory.OverClass.asOverHom_comp_assoc,non_dense,large,"Given a category C with a base object S, and objects X, Y, Z in C that are equipped with morphisms to S (via OverClass instances), and given morphisms f: X → Y and g: Y → Z that are compatible with the structure over S (via HomIsOver instances), the following associativity property holds: composing the morphism corresponding to (g ∘ f) in the over category with any morphism h equals first composing the morphism corresponding to f with the morphism corresponding to g, and then composing with h.","CategoryTheory.OverClass.asOverHom_comp_assoc.{v, u} {C : Type u} [CategoryTheory.Category.{v, u} C] {X Y Z : C} (S : C)
  [CategoryTheory.OverClass X S] [CategoryTheory.OverClass Y S] [CategoryTheory.OverClass Z S] (f : X ⟶ Y) (g : Y ⟶ Z)
  [CategoryTheory.HomIsOver f S] [CategoryTheory.HomIsOver g S] {Z✝ : CategoryTheory.Over S}
  (h : CategoryTheory.OverClass.asOver Z S ⟶ Z✝) :
  CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S (CategoryTheory.CategoryStruct.comp f g)) h =
    CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S f)
      (CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S g) h)","```lean
theorem over_comp_assoc {C : Type*} [Category C] {S : C} {X Y Z : C} 
    (f : X ⟶ Y) (g : Y ⟶ Z) (h : (Over S).obj Z ⟶ (Over S).obj Z) :
    h ∘ (Over.homMk (g ∘ f)) = (Over.homMk g ∘ Over.homMk f) ∘ h := by sorry
```","```lean
theorem overClass_asOverHom_assoc {C : Type u} [CategoryTheory.Category.{v, u} C] {X Y Z W : C} (S : C)
  [CategoryTheory.OverClass X S] [CategoryTheory.OverClass Y S] [CategoryTheory.OverClass Z S] [CategoryTheory.OverClass W S]
  (f : X ⟶ Y) (g : Y ⟶ Z) (h : Z ⟶ W)
  [CategoryTheory.HomIsOver f S] [CategoryTheory.HomIsOver g S] [CategoryTheory.HomIsOver h S] :
  CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S (CategoryTheory.CategoryStruct.comp f g)) (CategoryTheory.OverClass.asOverHom S h) =
    CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S f) (CategoryTheory.CategoryStruct.comp (CategoryTheory.OverClass.asOverHom S g) (CategoryTheory.OverClass.asOverHom S h)) := by
  sorry
```",29,0,T,B uses correct OverClass.asOverHom and CategoryStruct.comp matching target; A uses Over.homMk and different composition operator,False,False,54,33,False,False
117106,CategoryTheory.Bicategory.Adj.Bicategory.rightUnitor_inv_τr,non_dense,large,"The inverse of the right unitor isomorphism applied to a morphism α between adjunctions a and b in a bicategory B, when viewed through the right transformation component (τr), equals the left unitor isomorphism applied to the right component of the morphism α.","CategoryTheory.Bicategory.Adj.Bicategory.rightUnitor_inv_τr.{w, v, u} {B : Type u} [CategoryTheory.Bicategory B]
  {a b : CategoryTheory.Bicategory.Adj B} (α : a ⟶ b) :
  CategoryTheory.Bicategory.Adj.Hom₂.τr
      (CategoryTheory.Iso.inv (CategoryTheory.Bicategory.Adj.Bicategory.rightUnitor α)) =
    CategoryTheory.Iso.hom (CategoryTheory.Bicategory.leftUnitor (CategoryTheory.Bicategory.Adj.Hom.r α))","```lean
theorem BicatAdjMorphInvRightUnitorEqLeftUnitorRight {B : Type*} [Bicategory B] 
    {a b : BicatAdj B} (α : a ⟶ b) :
    (rightUnitor (τr α)).inv = leftUnitor (α.right) := by sorry
```","```lean
theorem CategoryTheory.Bicategory.Adj.Bicategory.rightUnitor_inv_τr {B : Type u} [CategoryTheory.Bicategory B]
    {a b : CategoryTheory.Bicategory.Adj B} (α : a ⟶ b) :
    (CategoryTheory.Bicategory.Adj.Bicategory.rightUnitor α).inv.τr =
    (CategoryTheory.Bicategory.leftUnitor α.r).hom := by sorry
```",34,0,T,A matches the target structure: rightUnitor.inv.τr = leftUnitor.hom. B reverses the structure and has incorrect τr placement.,False,False,17,12,False,True
263254,CategoryTheory.Adjunction.toMonad_μ,non_dense,large,The multiplication natural transformation of the monad obtained from an adjunction between functors L and R (where L is left adjoint to R) is equal to the natural transformation obtained by whiskering the counit of the adjunction with L on the left and R on the right.,"CategoryTheory.Adjunction.toMonad_μ.{v₁, v₂, u₁, u₂} {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] {D : Type u₂}
  [CategoryTheory.Category.{v₂, u₂} D] {L : CategoryTheory.Functor C D} {R : CategoryTheory.Functor D C} (h : L ⊣ R) :
  CategoryTheory.Monad.μ (CategoryTheory.Adjunction.toMonad h) =
    CategoryTheory.Functor.whiskerRight (CategoryTheory.Functor.whiskerLeft L (CategoryTheory.Adjunction.counit h)) R","```lean
theorem monadFromAdjunction_mul {C D : Type*} [Category C] [Category D] {L : C ⥤ D} {R : D ⥤ C} (adj : L ⊣ R) :
  (monadFromAdjunction adj).toMonad.μ = whiskerLeft L (whiskerRight adj.counit R) := by sorry
```","```lean
theorem CategoryTheory.Adjunction.toMonad_μ {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] {D : Type u₂}
  [CategoryTheory.Category.{v₂, u₂} D] {L : CategoryTheory.Functor C D} {R : CategoryTheory.Functor D C} (h : L ⊣ R) :
  (h.toMonad).μ = CategoryTheory.Functor.whiskerLeft L (CategoryTheory.Functor.whiskerRight h.counit R) :=
  sorry
```",24,0,tie,Both use incorrect whisker order; target is whiskerRight (whiskerLeft L ε) R not whiskerLeft L (whiskerRight ε R),False,False,32,14,False,False
120553,CategoryTheory.ShortComplex.FunctorEquivalence.counitIso_inv_app_app_τ₂,non_dense,large,"This theorem states that for a category $J$, a category $C$ with zero morphisms, a functor $X$ from $J$ to short complexes in $C$, and an object in $J$, the second component ($\tau_2$) of the morphism obtained by applying the inverse of the counit isomorphism of the functor equivalence to $X$ and then evaluating at the given object is equal to the identity morphism on the second object of the short complex $X$ evaluated at that object.","CategoryTheory.ShortComplex.FunctorEquivalence.counitIso_inv_app_app_τ₂.{v_1, u_1, v_2, u_2} (J : Type u_1)
  (C : Type u_2) [CategoryTheory.Category.{v_1, u_1} J] [CategoryTheory.Category.{v_2, u_2} C]
  [CategoryTheory.Limits.HasZeroMorphisms C] (X : CategoryTheory.Functor J (CategoryTheory.ShortComplex C)) (X✝ : J) :
  CategoryTheory.ShortComplex.Hom.τ₂
      (CategoryTheory.NatTrans.app
        (CategoryTheory.NatTrans.app
          (CategoryTheory.Iso.inv (CategoryTheory.ShortComplex.FunctorEquivalence.counitIso J C)) X)
        X✝) =
    CategoryTheory.CategoryStruct.id (CategoryTheory.ShortComplex.X₂ (CategoryTheory.Functor.obj X X✝))","```lean
theorem ShortComplex.tau2_counitInv_eq_id {J C : Type*} [Category J] [Category C] [ZeroMorphisms C]
    (X : J ⥤ ShortComplex C) (j : J) :
    ((ShortComplex.funExtEquiv X).symm X j).τ₂ = 𝟙 (X.obj j).X₂ := by sorry
```","```lean
theorem CategoryTheory.ShortComplex.FunctorEquivalence.counitIso_τ₂_eq_id {J : Type u_1} {C : Type u_2}
    [CategoryTheory.Category.{v_1, u_1} J] [CategoryTheory.Category.{v_2, u_2} C]
    [CategoryTheory.Limits.HasZeroMorphisms C] (X : CategoryTheory.Functor J (CategoryTheory.ShortComplex C))
    (j : J) :
    CategoryTheory.ShortComplex.Hom.τ₂
      ((CategoryTheory.ShortComplex.FunctorEquivalence.counitIso J C).inv.app X) =
    CategoryTheory.CategoryStruct.id ((CategoryTheory.Functor.obj X j).X₂) := by sorry
```",39,0,B,"A has type mismatch: counitIso.inv.app X is nat trans, needs another .app j. B correctly applies symm to both X and j.",False,False,36,22,False,True
256217,DirectSum.decompose_symm_add,non_dense,large,"The inverse of the direct sum decomposition equivalence preserves addition: for any two elements $x$ and $y$ in the direct sum of the subobjects indexed by $\iota$, applying the inverse decomposition to their sum equals the sum of applying the inverse decomposition to each element individually.","DirectSum.decompose_symm_add.{u_1, u_3, u_4} {ι : Type u_1} {M : Type u_3} {σ : Type u_4} [DecidableEq ι]
  [AddCommMonoid M] [SetLike σ M] [AddSubmonoidClass σ M] (ℳ : ι → σ) [DirectSum.Decomposition ℳ]
  (x y : DirectSum ι fun i => ↥(ℳ i)) :
  (Equiv.symm (DirectSum.decompose ℳ)) (x + y) =
    (Equiv.symm (DirectSum.decompose ℳ)) x + (Equiv.symm (DirectSum.decompose ℳ)) y","```lean
theorem DirectSum.decompose_add {R : Type*} [Semiring R] {M : Type*} [AddCommMonoid M] [Module R M]
    {ι : Type*} [DecidableEq ι] {p : ι → Submodule R M}
    (h : DirectSum.IsInternal p) (x y : ⨁ i, p i) :
    h.decompose (x + y) = h.decompose x + h.decompose y := by sorry
```","```lean
theorem DirectSum.decomposeAddEquiv_symm_add {ι : Type u_1} {M : Type u_3} {σ : Type u_4} [DecidableEq ι] [AddCommMonoid M] [SetLike σ M] [AddSubmonoidClass σ M] (ℳ : ι → σ) [DirectSum.Decomposition ℳ] (x y : DirectSum ι fun i => ↥(ℳ i)) : (DirectSum.decomposeAddEquiv ℳ).symm (x + y) = (DirectSum.decomposeAddEquiv ℳ).symm x + (DirectSum.decomposeAddEquiv ℳ).symm y
```",46,0,T,A matches target exactly (decompose_symm vs decomposeAddEquiv.symm); B uses IsInternal.decompose with Module/Submodule instead of SetLike/AddSubmonoidClass,False,False,48,13,True,False
368610,ContinuousMap.linearIsometryBoundedOfCompact_toIsometryEquiv,non_dense,large,"The linear isometry equivalence `linearIsometryBoundedOfCompact` between continuous maps and bounded continuous functions (over a compact space α with values in a seminormed space E and scalars 𝕜) is equal, when viewed as an isometry equivalence by forgetting the linear structure, to the isometry equivalence `isometryEquivBoundedOfCompact`.","ContinuousMap.linearIsometryBoundedOfCompact_toIsometryEquiv.{u_1, u_3, u_4} {α : Type u_1} {E : Type u_3}
  [TopologicalSpace α] [CompactSpace α] [SeminormedAddCommGroup E] {𝕜 : Type u_4} [NormedRing 𝕜] [Module 𝕜 E]
  [IsBoundedSMul 𝕜 E] :
  LinearIsometryEquiv.toIsometryEquiv (ContinuousMap.linearIsometryBoundedOfCompact α E 𝕜) =
    ContinuousMap.isometryEquivBoundedOfCompact α E","```lean
theorem linearIsometryBoundedOfCompact_eq_isometryEquivBoundedOfCompact (𝕜 : Type*) (α : Type*) (E : Type*) [NontriviallyNormedField 𝕜] [TopologicalSpace α] [CompactSpace α] [SeminormedAddCommGroup E] [NormedModule 𝕜 E] : (linearIsometryBoundedOfCompact 𝕜 α E).toIsometryEquiv = isometryEquivBoundedOfCompact α E := by sorry
```","```lean
theorem ContinuousMap.linearIsometryBoundedOfCompact.toIsometryEquiv_eq_isometryEquivBoundedOfCompact
    {α : Type u_1} {E : Type u_3} {𝕜 : Type u_4}
    [TopologicalSpace α] [CompactSpace α] [SeminormedAddCommGroup E]
    [NormedRing 𝕜] [Module 𝕜 E] [IsBoundedSMul 𝕜 E] :
    (ContinuousMap.linearIsometryBoundedOfCompact α E 𝕜).toIsometryEquiv =
    ContinuousMap.isometryEquivBoundedOfCompact α E := by sorry
```",112,0,T,"B matches target signature exactly with correct namespace, type classes, and argument order. A uses wrong type classes (NontriviallyNormedField vs NormedRing, NormedModule vs Module+IsBoundedSMul) and missing namespace.",False,False,30,17,False,True
250914,VectorBundleCore.mem_source_at,non_dense,large,"The statement asserts that for a vector bundle core Z over a base space B with fiber F, any point (b, a) where b is in the base space and a is in the fiber, belongs to the source of the local trivialization at the point b.","VectorBundleCore.mem_source_at.{u_1, u_2, u_3, u_5} {R : Type u_1} {B : Type u_2} {F : Type u_3}
  [NontriviallyNormedField R] [NormedAddCommGroup F] [NormedSpace R F] [TopologicalSpace B] {ι : Type u_5}
  (Z : VectorBundleCore R B F ι) (b : B) (a : F) :
  ⟨b, a⟩ ∈
    PartialEquiv.source
      (OpenPartialHomeomorph.toPartialEquiv
        (Bundle.Trivialization.toOpenPartialHomeomorph (VectorBundleCore.localTrivAt Z b)))","```lean
theorem VectorBundleCore.mem_source (Z : VectorBundleCore 𝕜 B F) (b : B) (a : F) :
  (b, a) ∈ (Z.local_triv b).source := by sorry
```","```lean
theorem VectorBundleCore.mem_localTrivAt_source {R : Type u_1} {B : Type u_2} {F : Type u_3} [NontriviallyNormedField R] [NormedAddCommGroup F] [NormedSpace R F] [TopologicalSpace B] {ι : Type u_5} (Z : VectorBundleCore R B F ι) (b : B) (a : Z.Fiber b) : (⟨b, a⟩ : Z.TotalSpace) ∈ PartialEquiv.source (OpenPartialHomeomorph.toPartialEquiv (Bundle.Trivialization.toOpenPartialHomeomorph (Z.localTrivAt b)))
```",50,0,T,A matches target signature structure closely with correct types; B uses deprecated notation and wrong structure,False,False,40,12,True,True
323677,CategoryTheory.Comma.equivProd_unitIso_inv_app_right,non_dense,large,"The right component of the inverse of the unit isomorphism of the equivalence between the comma category of functors L and R (both targeting the discrete category on the unit type) and the product category, when applied to an object X, is equal to the identity morphism on the right component of X.","CategoryTheory.Comma.equivProd_unitIso_inv_app_right.{v₁, v₂, u₁, u₂, u_1} {A : Type u₁}
  [CategoryTheory.Category.{v₁, u₁} A] {B : Type u₂} [CategoryTheory.Category.{v₂, u₂} B]
  (L : CategoryTheory.Functor A (CategoryTheory.Discrete PUnit.{u_1 + 1}))
  (R : CategoryTheory.Functor B (CategoryTheory.Discrete PUnit.{u_1 + 1})) (X : CategoryTheory.Comma L R) :
  CategoryTheory.CommaMorphism.right
      (CategoryTheory.NatTrans.app
        (CategoryTheory.Iso.inv (CategoryTheory.Equivalence.unitIso (CategoryTheory.Comma.equivProd L R))) X) =
    CategoryTheory.CategoryStruct.id (CategoryTheory.Comma.right X)","```lean
theorem comma_unit_equiv_inv_right_component_eq_id {C D : Type*} [Category C] [Category D] (L : C ⥤ Discrete Unit) (R : D ⥤ Discrete Unit) (X : C × D) : (((L ⨾ R).unitIso).inv.app X).right = 𝟙 X.right := by sorry
```","```lean
theorem CategoryTheory.Comma.equivProd_unitIso_inv_right {A B : Type*} [CategoryTheory.Category A] [CategoryTheory.Category B]
    (L : CategoryTheory.Functor A (CategoryTheory.Discrete PUnit))
    (R : CategoryTheory.Functor B (CategoryTheory.Discrete PUnit))
    (X : A × B) :
    CategoryTheory.CommaMorphism.right ((CategoryTheory.Comma.equivProd L R).unitIso.inv.app X) =
    CategoryTheory.CategoryStruct.id (X.2) := by sorry
```",39,0,T,A uses wrong domain (C × D vs Comma L R). B correctly models the equivalence and applies unitIso to product category.,False,False,45,35,False,True
219297,MeasureTheory.integrable_of_intervalIntegral_norm_tendsto,non_dense,large,"If a function $f : \mathbb{R} \to E$ (where $E$ is a normed additive commutative group) is integrable on intervals $(a_i, b_i]$ for all $i$ in an index set $\iota$, where $a_i$ tends to negative infinity and $b_i$ tends to positive infinity along a countably generated filter $l$, and if the interval integrals of $\|f\|$ converge to some value $I$, then $f$ is integrable with respect to the measure $\mu$ on all of $\mathbb{R}$.","MeasureTheory.integrable_of_intervalIntegral_norm_tendsto.{u_1, u_2} {ι : Type u_1} {E : Type u_2}
  {μ : MeasureTheory.Measure ℝ} {l : Filter ι} [Filter.NeBot l] [Filter.IsCountablyGenerated l] [NormedAddCommGroup E]
  {a b : ι → ℝ} {f : ℝ → E} (I : ℝ) (hfi : ∀ (i : ι), MeasureTheory.IntegrableOn f (Set.Ioc (a i) (b i)) μ)
  (ha : Filter.Tendsto a l Filter.atBot) (hb : Filter.Tendsto b l Filter.atTop)
  (h : Filter.Tendsto (fun i => ∫ (x : ℝ) in a i..b i, ‖f x‖ ∂μ) l (nhds I)) : MeasureTheory.Integrable f μ","```lean
theorem intervalIntegral_tendsto_implies_integrable
    {E : Type*} [NormedAddCommGroup E] [NormedSpace ℝ E]
    {f : ℝ → E} {ι : Type*} [Countable ι]
    {a b : ι → ℝ} (l : Filter ι)
    [CountablyGeneratedFilter l]
    (ha : Filter.Tendsto a l (𝓝 (-∞)))
    (hb : Filter.Tendsto b l (𝓝 (+∞)))
    (h_int : ∀ i, IntervalIntegrable f volume (a i) (b i))
    (h_conv : ∃ I, Filter.Tendsto (fun i => ∫ x in a i..b i, ‖f x‖ ∂volume) l (𝓝 I)) :
    Integrable f volume :=
  sorry
```","```lean
theorem integrable_of_intervalIntegral_norm_bounded {ι : Type*} {E : Type*} {μ : MeasureTheory.Measure ℝ} {l : Filter ι} [Filter.NeBot l] [Filter.IsCountablyGenerated l] [NormedAddCommGroup E] {a b : ι → ℝ} {f : ℝ → E} (I : ℝ) (hfi : ∀ (i : ι), MeasureTheory.IntegrableOn f (Set.Ioc (a i) (b i)) μ) (ha : Filter.Tendsto a l Filter.atBot) (hb : Filter.Tendsto b l Filter.atTop) (h : ∀ᶠ (i : ι) in l, ∫ (x : ℝ) in a i..b i, ‖f x‖ ∂μ ≤ I) : MeasureTheory.Integrable f μ := by sorry
```",72,0,T,"A matches signature more closely: ι filter structure, Ioc integrable, μ measure, I : ℝ. B uses volume, Countable ι, NormedSpace, different tendsto/integrability.",False,False,65,21,True,True
81609,WithOne.map_bot,non_dense,small,The theorem states that applying the `WithOne.map` function with any function `f` from type `α` to type `β` to the bottom element (represented as `1`) of `WithOne α` yields the bottom element (represented as `1`) of `WithOne β`.,"WithOne.map_bot.{u_1, u_2} {α : Type u_1} {β : Type u_2} (f : α → β) : WithOne.map f 1 = 1","```lean
theorem WithOne.map_one {α β : Type*} (f : α → β) : WithOne.map f (1 : WithOne α) = (1 : WithOne β)
```","```lean
theorem WithOne.map_one {α β : Type*} (f : α → β) : WithOne.map f (1 : WithOne α) = (1 : WithOne β)
```",12,0,tie,Both candidates are identical and match the target signature semantically (map_bot refers to the one element).,False,False,18,18,True,False
373013,Fin.map_succEmb_Iic,non_dense,small,"The theorem states that for a natural number $n$ and a finite ordinal $i$ of type `Fin n`, mapping the successor embedding over the closed interval from $0$ to $i$ (inclusive) in `Fin n` yields the half-open interval from $0$ (exclusive) to the successor of $i$ (inclusive) in `Fin (n+1)`.",Fin.map_succEmb_Iic {n : ℕ} (i : Fin n) : Finset.map (Fin.succEmb n) (Finset.Iic i) = Finset.Ioc 0 (Fin.succ i),"```lean
theorem Fin.map_Icc_succ (n : ℕ) (i : Fin n) :
    (Icc (0 : Fin n) i).image Fin.succ = Icc (0 : Fin (n + 1)) (Fin.succ i) \ {0} := by sorry
```","```lean
theorem Finset.map_succEmb_Iic (n : ℕ) (i : Fin n) : 
  Finset.map (Fin.succEmb n) (Finset.Iic i) = Finset.Ioc 0 (Fin.succ i) := by sorry
```",62,0,T,"A matches target exactly: map succEmb, Iic, Ioc. B uses image succ, Icc, and set difference instead.",False,False,24,9,True,True
311629,Dioph.ex_dioph,non_dense,small,"The theorem states that if a set S of functions from α ⊕ β to ℕ is Diophantine, then the set of all functions v from α to ℕ for which there exists some function x from β to ℕ such that the combined function (obtained by eliminating the sum using v and x) belongs to S is also Diophantine.","Dioph.ex_dioph.{u} {α β : Type u} {S : Set (α ⊕ β → ℕ)} : Dioph S → Dioph {v | ∃ x, Sum.elim v x ∈ S}","```lean
theorem diophantine_elimination_of_sum {α β : Type*} (S : Set (α ⊕ β → ℕ)) (hS : Diophantine S) :
    Diophantine {v : α → ℕ | ∃ x : β → ℕ, Sum.elim v x ∈ S} := by sorry
```","```lean
theorem Dioph.exists_sum {α β : Type*} {S : Set (α ⊕ β → ℕ)} (h : Dioph S) :
    Dioph {v : α → ℕ | ∃ x : β → ℕ, Sum.elim v x ∈ S}
```",35,0,T,"Both match semantically. A uses correct Dioph, B uses nonexistent Diophantine. A is correctly stated without proof.",False,False,25,18,True,False
332568,ack_inj_left,non_dense,small,"The Ackermann function is injective in its first argument when the second argument is held fixed: for natural numbers $m_1$, $m_2$, and $n$, we have $\text{ack}(m_1, n) = \text{ack}(m_2, n)$ if and only if $m_1 = m_2$.",ack_inj_left {m₁ m₂ n : ℕ} : ack m₁ n = ack m₂ n ↔ m₁ = m₂,"```lean
def ack : ℕ → ℕ → ℕ
  | 0, n => n + 1
  | m + 1, 0 => ack m 1
  | m + 1, n + 1 => ack m (ack (m + 1) n)

theorem ack_injective_first_arg : ∀ (m₁ m₂ n : ℕ), ack m₁ n = ack m₂ n ↔ m₁ = m₂ := by sorry
```","```lean
theorem ack_injective_left_iff (m₁ m₂ n : ℕ) : ack m₁ n = ack m₂ n ↔ m₁ = m₂ :=
  (ack_injective_left n).eq_iff
```",7,0,T,A uses injective_left helper matching target semantics; B has unproven sorry and redefines ack unnecessarily.,False,False,50,9,True,True
158086,ENNReal.coe_mem_upperBounds,non_dense,small,The statement asserts that a non-negative real number $r$ (viewed as an extended non-negative real number via coercion) is an upper bound for the image of a set $s$ of non-negative reals under the coercion map to extended non-negative reals if and only if $r$ is an upper bound for $s$ itself.,ENNReal.coe_mem_upperBounds {r : NNReal} {s : Set NNReal} : ↑r ∈ upperBounds (ENNReal.ofNNReal '' s) ↔ r ∈ upperBounds s,"```lean
theorem isUB_coe_iff_isUB {r : ℝ≥0} {s : Set ℝ≥0} :
    BddAbove ((↑) '' s : Set ℝ≥0∞) ∧ ↑r ∈ upperBounds ((↑) '' s : Set ℝ≥0∞) ↔ 
    r ∈ upperBounds s := by sorry
```","```lean
theorem ENNReal.coe_upperBounds (r : ℝ≥0) (s : Set ℝ≥0) :
    (r : ENNReal) ∈ upperBounds (ENNReal.ofNNReal '' s) ↔ r ∈ upperBounds s := by sorry
```",39,0,T,A exactly matches target signature; B adds unnecessary BddAbove conjunct and changes statement semantics.,False,False,22,14,True,True
285219,Lean.Parser.Category.attr,non_dense,small,"The declaration `Lean.Parser.Category.attr` defines a parser category in Lean 4 specifically for parsing attributes, which are metadata annotations that can be attached to declarations in Lean to modify their behavior or provide additional information to the system.",Lean.Parser.Category.attr : Lean.Parser.Category,"```lean
def Lean.Parser.Category.attr : String
```","```lean
def Lean.Parser.Category.attr : Lean.Parser.Category
```",1,0,T,B matches the target type exactly; A uses String instead of Lean.Parser.Category.,False,False,4,3,False,True
117965,Equiv.Perm.symm_mul,non_dense,small,"The statement asserts that for any permutation \(e\) of a type \(\alpha\), the product of the inverse of \(e\) with \(e\) itself equals the identity permutation.",Equiv.Perm.symm_mul.{u_4} {α : Type u_4} (e : Equiv.Perm α) : Equiv.symm e * e = 1,"```lean
theorem Equiv.inv_mul_self (e : Equiv α α) : e.symm * e = Equiv.refl α := by sorry
```","```lean
theorem Equiv.Perm.inv_mul_self {α : Type*} (e : Equiv.Perm α) : e.symm * e = 1 := by sorry
```",12,0,T,"B matches target exactly: same namespace, types, and 1 for identity. A uses Equiv.refl α instead of 1.",False,False,15,11,False,True
336471,Real.sSup_def,non_dense,small,"The supremum of a set of real numbers $s$ is defined as follows: if $s$ is nonempty and bounded above, then $\sup s$ is the element chosen (via the axiom of choice) that satisfies the least upper bound property; otherwise, $\sup s$ is defined to be 0.",Real.sSup_def (s : Set ℝ) : sSup s = if h : Set.Nonempty s ∧ BddAbove s then Classical.choose ⋯ else 0,"```lean
noncomputable def supremum (s : Set ℝ) : ℝ :=
  if h : BddAbove s ∧ s.Nonempty then
    sSup s
  else
    0
```","```lean
def Real.sSup (s : Set ℝ) : ℝ :=
  dite (Set.Nonempty s ∧ BddAbove s)
    (fun h => Classical.choose (Real.exists_isLUB h.left h.right))
    (fun _ => 0)
```",25,0,T,B exactly matches target signature structure; A defines supremum in terms of sSup (circular/wrong direction),False,False,13,22,False,True
253041,Substring.toIterator,non_dense,small,The function `Substring.toIterator` converts a raw substring into a legacy string iterator.,Substring.toIterator : Substring.Raw → String.Legacy.Iterator,"```lean
def Substring.toIterator : Substring → String.Iterator
```","```lean
def Substring.toIterator : Substring → String.Legacy.Iterator
```",3,0,tie,"Both differ from target: A uses Substring vs Substring.Raw, B uses String.Iterator vs String.Legacy.Iterator. Neither matches exactly.",False,False,5,4,True,True
353452,WithBot.coe_sup,non_dense,small,The coercion of the supremum of two elements $a$ and $b$ in a semilattice with supremum into the type with bottom is equal to the supremum of the coercions of $a$ and $b$ separately into the type with bottom.,WithBot.coe_sup.{u_1} {α : Type u_1} [SemilatticeSup α] (a b : α) : ↑(a ⊔ b) = ↑a ⊔ ↑b,"```lean
theorem coe_sup {α : Type*} {β : Type*} [SemilatticeSup α] [SemilatticeSup β] [Bot β] 
    (f : α → β) (a b : α) : (↑(a ⊔ b) : β) = ↑a ⊔ ↑b := by sorry
```","```lean
theorem WithBot.coe_sup {α : Type*} [SemilatticeSup α] (a b : α) :
    ↑(a ⊔ b) = (↑a : WithBot α) ⊔ ↑b := by sorry
```",12,0,T,"A matches WithBot.coe_sup signature exactly; B introduces unrelated type β and generic coercion f, not WithBot-specific",False,False,23,13,False,True
