body,slogan,label,tag,link
Let $\mathcal{A}$ be an abelian category. Suppose that $$ 0 \to A^\bullet \to B^\bullet \to C^\bullet \to 0 $$ is a short exact sequence of cochain complexes of $\mathcal{A}$. Then there is a long exact cohomology sequence $$ \xymatrix{ \ldots & \ldots & \ldots \ar[lld] \\ H^i(A^\bullet) \ar[r] & H^i(B^\bullet) \ar[r] & H^i(C^\bullet) \ar[lld] \\ H^{i + 1}(A^\bullet) \ar[r] & H^{i + 1}(B^\bullet) \ar[r] & H^{i + 1}(C^\bullet) \ar[lld] \\ \ldots & \ldots & \ldots \\ } $$ The construction produces long exact cohomology sequences which are functorial in the short exact sequence and compatible with shifts as in Definition \ref{definition-cohomology-shift}.,Short exact sequences of complexes give rise to long exact sequences of (co)homology.,lemma-long-exact-sequence-cochain,0117,https://stacks.math.columbia.edu/tag/0117
Let $\mathcal{A}$ be an abelian category. The category of differential objects of $\mathcal{A}$ is abelian.,The category of differential objects of an abelian category is itself an abelian category.,lemma-differential-objects-abelian,011W,https://stacks.math.columbia.edu/tag/011W
"Let $\mathcal{A}$ and $\mathcal{B}$ be abelian categories. Let $u : \mathcal{A} \to \mathcal{B}$ and $v : \mathcal{B} \to \mathcal{A}$ be additive functors with $u$ right adjoint to $v$. Consider the following conditions: \begin{enumerate} \item[(a)] $v$ transforms injective maps into injective maps, \item[(b)] $v$ is exact, and \item[(c)] $u$ transforms injectives into injectives. \end{enumerate} Then (a) $\Leftrightarrow$ (b) $\Rightarrow$ (c). If $\mathcal{A}$ has enough injectives, then all three conditions are equivalent.",A functor with an exact left adjoint preserves injectives,lemma-adjoint-preserve-injectives,015Z,https://stacks.math.columbia.edu/tag/015Z
"Let $R$ be a ring. Let $E$ be an $R$-module. The following are equivalent \begin{enumerate} \item $E$ is an injective $R$-module, and \item given an ideal $I \subset R$ and a module map $\varphi : I \to E$ there exists an extension of $\varphi$ to an $R$-module map $R \to E$. \end{enumerate}","To check that an object is injective, one only needs to check that lifting holds for subobjects of a generator.",lemma-characterize-injective,08XU,https://stacks.math.columbia.edu/tag/08XU
"Let $\mathcal{A}$ be a Grothendieck abelian category. For every complex $M^\bullet$ there exists a quasi-isomorphism $M^\bullet \to I^\bullet$ such that $M^n \to I^n$ is injective and $I^n$ is an injective object of $\mathcal{A}$ for all $n$ and $I^\bullet$ is a K-injective complex. Moreover, the construction is functorial in $M^\bullet$.",Existence of K-injective complexes for Grothendieck abelian categories.,theorem-K-injective-embedding-grothendieck,079P,https://stacks.math.columbia.edu/tag/079P
"Let $S$ be a scheme. Let $I$ be a set and for each $i \in I$ let $f_i : T_i \to S$ be an affine morphism. Then the product $T = \prod T_i$ exists in the category of schemes over $S$. In fact, we have $$ T = \mathop{\mathrm{lim}}\nolimits_{\{i_1, \ldots, i_n\} \subset I} T_{i_1} \times_S \ldots \times_S T_{i_n} $$ and the projection morphisms $T \to T_{i_1} \times_S \ldots \times_S T_{i_n}$ are affine.",Infinite products of affine schemes exist and are affine.,lemma-infinite-product,0CNI,https://stacks.math.columbia.edu/tag/0CNI
In Example \ref{example-schemes} let $X = \mathop{\mathrm{Spec}}(P)$ be an affine scheme over $k$. With $\mathcal{D}\!\mathit{ef}_P$ as in Example \ref{example-rings} there is a natural equivalence $$ \mathcal{D}\!\mathit{ef}_X \longrightarrow \mathcal{D}\!\mathit{ef}_P $$ of deformation categories.,"A scheme, admitting a finite surjective map from an affine scheme, is affine.",lemma-affine,0DYX,https://stacks.math.columbia.edu/tag/0DYX
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. Assume that $X$ is affine and $f$ is surjective and universally closed\footnote{An integral morphism is universally closed, see Morphisms of Spaces, Lemma \ref{spaces-morphisms-lemma-integral-universally-closed}.}. Then $Y$ is affine.",A scheme admitting a surjective integral map from an affine scheme is affine.,proposition-affine,07VT,https://stacks.math.columbia.edu/tag/07VT
"Assumptions and notation as in Situation \ref{situation-descent-property}. If \begin{enumerate} \item $f$ is proper, and \item $f_0$ is locally of finite type, \end{enumerate} then there exists an $i$ such that $f_i$ is proper.","If the base change of a scheme to a limit is proper, then already the base change is proper at a finite level.",lemma-eventually-proper,08K1,https://stacks.math.columbia.edu/tag/08K1
"\begin{reference} \cite[Proposition 2.1]{Hartshorne-connectedness} \end{reference}  Let $A$ be a Noetherian local ring of depth $\geq 2$. Then the punctured spectra of $A$, $A^h$, and $A^{sh}$ are connected.",Hartshorne's connectedness,lemma-depth-2-connected-punctured-spectrum,0BLR,https://stacks.math.columbia.edu/tag/0BLR
"[Koll\'ar]  \begin{reference} See \cite{k-coherent} and see \cite[IV, Proposition 7.2.2]{EGA} for a special case. \end{reference}  Let $j : U \to X$ be an open immersion of locally Noetherian schemes with complement $Z$. Let $\mathcal{F}$ be a coherent $\mathcal{O}_U$-module. The following are equivalent \begin{enumerate} \item $j_*\mathcal{F}$ is coherent, \item for $x \in \text{Ass}(\mathcal{F})$ and $z \in Z \cap \overline{\{x\}}$ and any associated prime $\mathfrak p$ of the completion $\mathcal{O}_{\overline{\{x\}}, z}^\wedge$ we have $\dim(\mathcal{O}_{\overline{\{x\}}, z}^\wedge/\mathfrak p) \geq 2$. \end{enumerate}","Weak analogue of Hartogs' Theorem: On Noetherian schemes, the restriction of a coherent sheaf to an open set with complement of codimension 2 in the sheaf's support, is coherent.",proposition-kollar,0BK3,https://stacks.math.columbia.edu/tag/0BK3
"Let $C$ be a smooth projective curve over $K$ with $H^0(C, \mathcal{O}_C) = K$. If $X$ is a regular proper model for $C$, then there exists a sequence of morphisms $$ X = X_m \to X_{m - 1} \to \ldots \to X_1 \to X_0 $$ of proper regular models of $C$, such that each morphism is a contraction of an exceptional curve of the first kind, and such that $X_0$ is a minimal model.",A regular proper model of a curve is obtained by successive blowups from a minimal model,lemma-pre-exists-minimal-model,0CD9,https://stacks.math.columbia.edu/tag/0CD9
"Let $(X, \mathcal{O}_X)$ be a ringed space. Let $\mathcal{F}$, $\mathcal{G}$ be sheaves of $\mathcal{O}_X$-modules. If $\mathcal{F}$ and $\mathcal{G}$ are generated by global sections then so is $\mathcal{F} \otimes_{\mathcal{O}_X} \mathcal{G}$.",The tensor product of globally generated sheaves of modules is globally generated.,lemma-tensor-product-globally-generated,01AO,https://stacks.math.columbia.edu/tag/01AO
"Let $(X, \mathcal{O}_X)$ be a ringed space. Let $\mathcal{F}$ be a sheaf of $\mathcal{O}_X$-modules. If $\mathcal{F}$ is of finite type then support of $\mathcal{F}$ is closed.","Over any ringed space, sheaves of modules of finite type have closed support.",lemma-support-finite-type-closed,01BA,https://stacks.math.columbia.edu/tag/01BA
Let $\mathcal{C}$ be a category. Let $\mathcal{O}$ be a presheaf of rings. Let $$ 0 \to \mathcal{F}_2 \to \mathcal{F}_1 \to \mathcal{F}_0 \to 0 $$ be a short exact sequence of presheaves of $\mathcal{O}$-modules. \begin{enumerate} \item If $\mathcal{F}_2$ and $\mathcal{F}_0$ are flat so is $\mathcal{F}_1$. \item If $\mathcal{F}_1$ and $\mathcal{F}_0$ are flat so is $\mathcal{F}_2$. \end{enumerate} If $\mathcal{C}$ is a site and $\mathcal{O}$ is a sheaf of rings then the same result holds in $\textit{Mod}(\mathcal{O})$.,Kernels of epimorphisms and extensions of flat sheaves of modules over a ringed space are again flat.,lemma-flat-ses,03EY,https://stacks.math.columbia.edu/tag/03EY
"Let $X$ be a ringed space. Assume that each stalk $\mathcal{O}_{X, x}$ is a local ring with maximal ideal $\mathfrak m_x$. Let $\mathcal{L}$ be an invertible $\mathcal{O}_X$-module. For any section $s \in \Gamma(X, \mathcal{L})$ the set $$ X_s = \{x \in X \mid \text{image }s \not\in \mathfrak m_x\mathcal{L}_x\} $$ is open in $X$. The map $s : \mathcal{O}_{X_s} \to \mathcal{L}|_{X_s}$ is an isomorphism, and there exists a section $s'$ of $\mathcal{L}^{\otimes -1}$ over $X_s$ such that $s' (s|_{X_s}) = 1$.",A (local) trivialisation of a linebundle is the same as a (local) nonvanishing section.,lemma-s-open,01CY,https://stacks.math.columbia.edu/tag/01CY
"The functor of Lemma \ref{lemma-henselization} associates to a local ring $(A, \mathfrak m)$ its henselization.",Compatibility henselization of pairs and of local rings.,lemma-henselization-local-ring,0A03,https://stacks.math.columbia.edu/tag/0A03
"Let $(A, I)$ be a pair with $A$ Noetherian.  Let $(A^h, I^h)$ be as in Lemma \ref{lemma-henselization}. Then the map of $I$-adic completions $$ A^\wedge \to (A^h)^\wedge $$ is an isomorphism. Moreover, $A^h$ is Noetherian, the maps $A \to A^h \to A^\wedge$ are flat, and $A^h \to A^\wedge$ is faithfully flat.",The henselization of a Noetherian pair is a Noetherian pair with the same completion,lemma-henselization-Noetherian-pair,0AGV,https://stacks.math.columbia.edu/tag/0AGV
"Let $A$ be a ring with ideals $I$ and $J$. If $V(I) = V(J)$ then the functor of Lemma \ref{lemma-henselization} produces the same ring for the pair $(A, I)$ as for the pair $(A, J)$.",The henselization of a pair only depends on the radical of the ideal,lemma-henselization-change-ideal,0F0L,https://stacks.math.columbia.edu/tag/0F0L
"Let $(A, I) \to (B, J)$ be a map of pairs such that $V(J) = V(IB)$. Let $(A^h , I^h) \to (B^h, J^h)$ be the induced map on henselizations (Lemma \ref{lemma-henselization}). If $A \to B$ is integral, then the induced map $A^h \otimes_A B \to B^h$ is an isomorphism.",Henselization commutes with integral base change,lemma-henselization-integral,0DYE,https://stacks.math.columbia.edu/tag/0DYE
"Let $R$ be a local ring. The following are equivalent: $R$ is reduced, the henselization $R^h$ of $R$ is reduced, and the strict henselization $R^{sh}$ of $R$ is reduced.",Reducedness passes to the (strict) henselization.,lemma-henselization-reduced,06DH,https://stacks.math.columbia.edu/tag/06DH
Let $R$ be a regular ring. Let $f \in R$. Assume there exists a derivation $D : R \to R$ such that $D(f)$ is a unit of $R/(f)$. Then $R/(f)$ is regular.,"The Jacobian criterion for hypersurfaces, done right.",lemma-quotient-regular,07PF,https://stacks.math.columbia.edu/tag/07PF
"\begin{reference} \cite[Theorem 5.3 i)]{Greco} \end{reference} Let $A$ be a G-ring. Let $I \subset A$ be an ideal. Let $(A^h, I^h)$ be the henselization of the pair $(A, I)$, see Lemma \ref{lemma-henselization}. Then $A^h$ is a G-ring.",Being a G-ring is stable under Henselizations along ideals,lemma-henselization-pair-G-ring,0AH3,https://stacks.math.columbia.edu/tag/0AH3
"Let $A$ be a $P$-ring where $P$ satisfies (B), (C), (D), and (E). Let $I \subset A$ be an ideal. Let $(A^h, I^h)$ be the henselization of the pair $(A, I)$, see Lemma \ref{lemma-henselization}. Then $A^h$ is a $P$-ring.",Henselization of a ring inherits good properties of formal fibers,lemma-henselization-pair-P-ring,0BKA,https://stacks.math.columbia.edu/tag/0BKA
"Let $(\mathcal{C}, \mathcal{O})$ be a ringed site. Let $(K_n)_{n \in \mathbf{N}}$ be a system of perfect objects of $D(\mathcal{O})$. Let $K = \text{hocolim} K_n$ be the derived colimit (Derived Categories, Definition \ref{derived-definition-derived-colimit}). Then for any object $E$ of $D(\mathcal{O})$ we have $$ R\mathop{\mathcal{H}\!\mathit{om}}\nolimits(K, E) = R\mathop{\mathrm{lim}}\nolimits E \otimes^\mathbf{L}_\mathcal{O} K_n^\vee $$ where $(K_n^\vee)$ is the inverse system of dual perfect complexes.",Trivial duality for systems of perfect objects.,lemma-colim-and-lim-of-duals,0A0A,https://stacks.math.columbia.edu/tag/0A0A
"Let $I$ be a finitely generated ideal of a ring $A$. The inclusion functor $D_{comp}(A, I) \to D(A)$ has a left adjoint, i.e., given any object $K$ of $D(A)$ there exists a map $K \to K^\wedge$ of $K$ into a derived complete object of $D(A)$ such that the map $$ \mathop{\mathrm{Hom}}\nolimits_{D(A)}(K^\wedge, E) \longrightarrow \mathop{\mathrm{Hom}}\nolimits_{D(A)}(K, E) $$ is bijective whenever $E$ is a derived complete object of $D(A)$. In fact, if $I$ is generated by $f_1, \ldots, f_r \in A$, then we have $$ K^\wedge = R\mathop{\mathrm{Hom}}\nolimits\left((A \to \prod\nolimits_{i_0} A_{f_{i_0}} \to \prod\nolimits_{i_0 < i_1} A_{f_{i_0}f_{i_1}} \to \ldots \to A_{f_1\ldots f_r}), K\right) $$ functorially in $K$.","Derived completions along finitely generated ideals exist, and can be computed by a {\v C}ech procedure.",lemma-derived-completion,091V,https://stacks.math.columbia.edu/tag/091V
"\begin{reference} A related result is \cite[Proposition 6.5]{Dwyer-Greenlees}. The derived Nakayama lemma can for example be found in Bhatt's 3rd lecture on Prismatic cohomology at Columbia University in Fall 2018 as Section 2 property (2). Leonid Positselski proposed a proof in \url{https://mathoverflow.net/a/331501}. However, we follow the proof suggested by Anonymous in the comments. \end{reference} Let $I$ be a finitely generated ideal of a ring $A$. Let $K$ be a derived complete object of $D(A)$. If $K \otimes_A^\mathbf{L} A/I = 0$, then $K = 0$.",Derived Nakayama,lemma-derived-complete-zero-bis,0G1U,https://stacks.math.columbia.edu/tag/0G1U
"[Eilenberg's lemma]   \begin{history} In \cite{Bass} we find: ``...is an elegant little swindle, observed several years ago by Eilenberg, and which might well have sprung from the brow of Barry Mazur.'' \end{history} \begin{reference} \cite[Eilenberg's lemma]{Bass} \end{reference} If $P \oplus Q \cong F$ with $F$ a nonfinitely generated free module, then $P \oplus F \cong F$.",Eilenberg swindle,lemma-eilenberg-swindle,0GVF,https://stacks.math.columbia.edu/tag/0GVF
\begin{reference} The case of a finite order thickening is \cite[Proposition 5.1.9]{EGA1}. \end{reference} Any thickening of an affine scheme is affine.,Affineness is insensitive to thickenings,lemma-thickening-affine-scheme,06AD,https://stacks.math.columbia.edu/tag/06AD
"Let $S$ be a scheme. If $X \subset X'$ and $X' \subset X''$ are thickenings of algebraic spaces over $S$, then so is $X \subset X''$.",Compositions of thickenings are thickenings,lemma-composition-thickening,0BPH,https://stacks.math.columbia.edu/tag/0BPH
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. The following are equivalent: \begin{enumerate} \item The morphism $f$ is unramified, \item the morphism $f$ is locally of finite type and $\Omega_{X/Y} = 0$, and \item the morphism $f$ is locally of finite type and formally unramified. \end{enumerate}",Unramified morphisms are the same as formally unramified morphism that are locally of finite type.,lemma-unramified-formally-unramified,04GA,https://stacks.math.columbia.edu/tag/04GA
"Let $f : X \to S$ be a morphism of schemes. Assume that \begin{enumerate} \item $S$ is the spectrum of a discrete valuation ring, \item $f$ is flat, \item $X$ is connected, \item the closed fibre $X_s$ is reduced. \end{enumerate} Then the generic fibre $X_\eta$ is connected.",A flat degeneration of a disconnected scheme is either disconnected or nonreduced.,lemma-connected-flat-over-dvr,055J,https://stacks.math.columbia.edu/tag/055J
"Let $X \to S$ be a morphism of schemes. Let $x \in X$ with image $s \in S$. Let $(V, v) \to (X_s, x)$ be an \'etale neighbourhood. Then there exists an \'etale neighbourhood $(U, u) \to (X, x)$ such that there exists a morphism $(U_s, u) \to (V, v)$ of \'etale neighbourhoods of $(X_s, x)$ which is an open immersion.",Lift \'etale neighbourhood of point on fibre to total space.,lemma-lift-etale-neighbourhood-fibre,0CAS,https://stacks.math.columbia.edu/tag/0CAS
"Let $f : X \to S$ be a smooth morphism of schemes. Let $s \in S$ be a point in the image of $f$. Then there exists an \'etale neighbourhood $(S', s') \to (S, s)$ and a $S$-morphism $S' \to X$.",Smooth morphisms admit \'etale local sections.,lemma-etale-nbhd-dominates-smooth,055U,https://stacks.math.columbia.edu/tag/055U
Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. Assume $f$ is quasi-finite and separated. Let $Y'$ be the normalization of $Y$ in $X$. Picture: $$ \xymatrix{ X \ar[rd]_f \ar[rr]_{f'} & & Y' \ar[ld]^\nu \\ & Y & } $$ Then $f'$ is a quasi-compact open immersion and $\nu$ is integral. In particular $f$ is quasi-affine.,"Quasi-finite, separated morphisms are quasi-affine",lemma-quasi-finite-separated-quasi-affine,0ABS,https://stacks.math.columbia.edu/tag/0ABS
"Let $f : X \to S$ be a morphism. Let $x \in X$ and set $s = f(x)$. Assume that $f$ is locally of finite type and that $n = \dim_x(X_s)$. Then there exists a commutative diagram $$ \xymatrix{ X \ar[dd] & X' \ar[l]^g \ar[d]^\pi & x \ar@{|->}[dd] & x' \ar@{|->}[l] \ar@{|->}[d] \\ & Y' \ar[d]^h & & y' \ar@{|->}[d] \\ S & S' \ar[l]_e & s & s' \ar@{|->}[l] } $$ and a point $x' \in X'$ with $g(x') = x$ such that with $y' = \pi(x')$, $s' = h(y')$ we have \begin{enumerate} \item $h : Y' \to S'$ is smooth of relative dimension $n$, \item all fibres of $Y' \to S'$ are geometrically integral, \item $g : (X', x') \to (X, x)$ is an elementary \'etale neighbourhood, \item $\pi$ is finite, and $\pi^{-1}(\{y'\}) = \{x'\}$, \item $\kappa(y')$ is a purely transcendental extension of $\kappa(s')$, and \item $e : (S', s') \to (S, s)$ is an elementary \'etale neighbourhood. \end{enumerate} Moreover, if $f$ is locally of finite presentation, then $\pi$ is of finite presentation.","A morphism of finite type is, in \'etale neighbourhoods, finite over a smooth morphism.",lemma-local-local-structure-finite-type,057K,https://stacks.math.columbia.edu/tag/057K
"Let $X \to S$ be a morphism of schemes which is locally of finite type. Let $\mathcal{F}, \mathcal{F}'$ be quasi-coherent $\mathcal{O}_X$-modules. If $\mathcal{F} \oplus \mathcal{F}'$ is finitely presented relative to $S$, then so are $\mathcal{F}$ and $\mathcal{F}'$.",A direct summand of a module inherits the property of being finitely presented relative to a base.,lemma-sum-relatively-finite-presentation,09TE,https://stacks.math.columbia.edu/tag/09TE
"Let $S$ be a scheme. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. The following are equivalent \begin{enumerate} \item $f$ is flat and a local complete intersection morphism, and \item $f$ is syntomic. \end{enumerate}",A morphism is flat and lci if and only if it is syntomic.,lemma-flat-lci,06C9,https://stacks.math.columbia.edu/tag/06C9
Let $f : X \to S$ be a quasi-compact morphism of schemes. Then $f$ is dominant if and only if for every irreducible component $Z \subset S$ the generic point of $Z$ is in the image of $f$.,Morphisms whose image contains the generic points are dominant,lemma-quasi-compact-dominant,01RL,https://stacks.math.columbia.edu/tag/01RL
"Let $f : X \to S$ be a morphism of schemes. Assume $f$ is locally of finite type. Then the following are equivalent \begin{enumerate} \item $f$ is locally quasi-finite, \item for every $s \in S$ the fibre $X_s$ is a discrete topological space, and \item for every morphism $\mathop{\mathrm{Spec}}(k) \to S$ where $k$ is a field the base change $X_k$ has an underlying discrete topological space. \end{enumerate}",Finite type morphisms with discrete fibers are quasi-finite.,lemma-locally-quasi-finite-fibres,06RT,https://stacks.math.columbia.edu/tag/06RT
A base change of a quasi-finite morphism is quasi-finite. The same holds for locally quasi-finite.,(Locally) quasi-finite morphisms are stable under base change.,lemma-base-change-quasi-finite,03XL,https://stacks.math.columbia.edu/tag/03XL
A closed immersion $i : Z \to X$ is of finite presentation if and only if the associated quasi-coherent sheaf of ideals $\mathcal{I} = \mathop{\mathrm{Ker}}(\mathcal{O}_X \to i_*\mathcal{O}_Z)$ is of finite type (as an $\mathcal{O}_X$-module).,Closed immersions of finite presentation correspond to quasi-coherent sheaves of ideals of finite type.,lemma-closed-immersion-finite-presentation,084Q,https://stacks.math.columbia.edu/tag/084Q
Let $f : X \to S$ be a morphism. \begin{enumerate} \item If $S$ is locally Noetherian and $f$ locally of finite type then $f$ is locally of finite presentation. \item If $S$ is locally Noetherian and $f$ of finite type then $f$ is of finite presentation. \end{enumerate},"Over a locally Noetherian base, finite type is finite presentation.",lemma-noetherian-finite-type-finite-presentation,01TX,https://stacks.math.columbia.edu/tag/01TX
Let $f : X \to Y$ be a flat morphism of schemes. Let $g : V \to Y$ be a quasi-compact morphism of schemes. Let $Z \subset Y$ be the scheme theoretic image of $g$ and let $Z' \subset X$ be the scheme theoretic image of the base change $V \times_Y X \to X$. Then $Z' = f^{-1}Z$.,Taking scheme theoretic images commutes with flat base change in the quasi-compact case,lemma-flat-base-change-scheme-theoretic-image,081I,https://stacks.math.columbia.edu/tag/081I
"Let $f : X \to S$ be a morphism of schemes. Assume that \begin{enumerate} \item $f$ is flat, \item $f$ is locally of finite presentation, and \item for all $s \in S$ the fibre $X_s$ is Cohen-Macaulay (Properties, Definition \ref{properties-definition-Cohen-Macaulay}) \end{enumerate} Then there exist open and closed subschemes $X_d \subset X$ such that $X = \coprod_{d \geq 0} X_d$ and $f|_{X_d} : X_d \to S$ has relative dimension $d$.",Cohen-Macaulay morphisms decompose into clopens of pure relative dimension,lemma-flat-finite-presentation-CM-fibres-relative-dimension,02NM,https://stacks.math.columbia.edu/tag/02NM
"Let $f : X  \to S$ be a morphism of schemes. Let $x \in X$ be a point. Let $V \subset S$ be an affine open neighbourhood of $f(x)$. The following are equivalent \begin{enumerate} \item The morphism $f$ is smooth at $x$. \item There exists an affine open $U \subset X$, with $x \in U$ and $f(U) \subset V$ such that the induced morphism $f|_U : U \to V$ is standard smooth. \end{enumerate}",Smooth morphisms are locally standard smooth.,lemma-smooth-locally-standard-smooth,01V7,https://stacks.math.columbia.edu/tag/01V7
"Fibres of \'etale morphisms. \begin{enumerate} \item Let $X$ be a scheme over a field $k$. The structure morphism $X \to \mathop{\mathrm{Spec}}(k)$ is \'etale if and only if $X$ is a disjoint union of spectra of finite separable field extensions of $k$. \item If $f : X \to S$ is an \'etale morphism, then for every $s \in S$ the fibre $X_s$ is a disjoint union of spectra of finite separable field extensions of $\kappa(s)$. \end{enumerate}",Description of the \'etale schemes over fields and fibres of \'etale morphisms.,lemma-etale-over-field,02GL,https://stacks.math.columbia.edu/tag/02GL
"Let $f : X \to Y$ be a morphism of schemes over $S$. If $X$ and $Y$ are \'etale over $S$, then $f$ is \'etale.",Cancellation law for \'etale morphisms,lemma-etale-permanence,02GW,https://stacks.math.columbia.edu/tag/02GW
"Let $\varphi : X \to Y$ be a morphism of schemes. Let $x \in X$. Let $V \subset Y$ be an affine open neighbourhood of $\varphi(x)$. If $\varphi$ is smooth at $x$, then there exists an integer $d \geq 0$ and an affine open $U \subset X$ with $x \in U$ and $\varphi(U) \subset V$ such that there exists a commutative diagram $$ \xymatrix{ X \ar[d] & U \ar[l] \ar[d] \ar[r]_-\pi & \mathbf{A}^d_V \ar[ld] \\ Y & V \ar[l] } $$ where $\pi$ is \'etale.",Smooth schemes are \'etale-locally like affine spaces.,lemma-smooth-etale-over-affine-space,054L,https://stacks.math.columbia.edu/tag/054L
"Let $f : X \to S$ be a morphism of schemes. The following are equivalent \begin{enumerate} \item $f$ is integral, and \item $f$ is affine and universally closed. \end{enumerate}",integral $=$ affine $+$ universally closed,lemma-integral-universally-closed,01WM,https://stacks.math.columbia.edu/tag/01WM
Let $f : X \to S$ be a morphism of schemes. The set of points of $X$ where $f$ is quasi-finite is an open $U \subset X$. The induced morphism $U \to S$ is locally quasi-finite.,The locally quasi-finite locus of a morphism is open,lemma-quasi-finite-points-open,01TI,https://stacks.math.columbia.edu/tag/01TI
"Let $(A, \mathfrak m)$ be a Noetherian local ring of depth $\geq 2$. Let $B = A[[x_1, \ldots, x_d]]$ with $d \geq 1$. For any open $V \subset Y = \mathop{\mathrm{Spec}}(B)$ which contains \begin{enumerate} \item any prime $\mathfrak q \subset B$ such that $\mathfrak q \cap A \not = \mathfrak m$, \item the prime $\mathfrak m B$ \end{enumerate} the functor $ \textit{F\'Et}_Y \to \textit{F\'Et}_V $ is an equivalence. In particular purity holds for $B$.",Ramanujam-Samuel for finite \'etale covers,lemma-purity-power-series-over-depth2,0EYA,https://stacks.math.columbia.edu/tag/0EYA
"Let $S$ be a scheme. Let $X$ be a normal integral algebraic space over $S$. Then $\Gamma(X, \mathcal{O}_X)$ is a normal domain.",The ring of functions on a normal scheme is normal.,lemma-normal-integral-sections,0BH3,https://stacks.math.columbia.edu/tag/0BH3
"Let $X$ be a scheme. Let $f \in \Gamma(X, \mathcal{O}_X)$. Denote $X_f \subset X$ the open where $f$ is invertible, see Schemes, Lemma \ref{schemes-lemma-f-open}. If $X$ is quasi-compact and quasi-separated, the canonical map $$ \Gamma(X, \mathcal{O}_X)_f \longrightarrow \Gamma(X_f, \mathcal{O}_X) $$ is an isomorphism. Moreover, if $\mathcal{F}$ is a quasi-coherent sheaf of $\mathcal{O}_X$-modules the map $$ \Gamma(X, \mathcal{F})_f \longrightarrow \Gamma(X_f, \mathcal{F}) $$ is an isomorphism.",Sections of quasi-coherent sheaves have only meromorphic singularities at infinity.,lemma-invert-f-sections,01P7,https://stacks.math.columbia.edu/tag/01P7
Let $X = \mathop{\mathrm{Spec}}(R)$ be an affine scheme. Let $\mathcal{F} = \widetilde{M}$ for some $R$-module $M$. The quasi-coherent sheaf $\mathcal{F}$ is a flat $\mathcal{O}_X$-module if and only if $M$ is a flat $R$-module.,Flatness is the same for modules and sheaves.,lemma-flat-module,05P0,https://stacks.math.columbia.edu/tag/05P0
"Let $X$ be a scheme. Assume $X$ is quasi-compact and quasi-separated. Let $\mathcal{F}$ be a quasi-coherent $\mathcal{O}_X$-module. There exist \begin{enumerate} \item a filtered index category $\mathcal{I}$ (see Categories, Definition \ref{categories-definition-directed}), \item a diagram $\mathcal{I} \to \textit{Mod}(\mathcal{O}_X)$ (see Categories, Section \ref{categories-section-limits}), $i \mapsto \mathcal{F}_i$, \item morphisms of $\mathcal{O}_X$-modules $\varphi_i : \mathcal{F}_i \to \mathcal{F}$ \end{enumerate} such that each $\mathcal{F}_i$ is of finite presentation and such that the morphisms $\varphi_i$ induce an isomorphism $$ \mathop{\mathrm{colim}}\nolimits_i \mathcal{F}_i = \mathcal{F}. $$",Quasi-coherent modules on quasi-compact and quasi-separated schemes are filtered colimits of finitely presented modules.,lemma-directed-colimit-diagram-finite-presentation,01PJ,https://stacks.math.columbia.edu/tag/01PJ
"[Strong formal effectiveness for polarized schemes]   Let $(R_n)$ be an inverse system of rings with surjective transition maps whose kernels are locally nilpotent. Set $R = \mathop{\mathrm{lim}}\nolimits R_n$. Set $S_n = \mathop{\mathrm{Spec}}(R_n)$ and $S = \mathop{\mathrm{Spec}}(R)$. Consider a commutative diagram $$ \xymatrix{ X_1 \ar[r]_{i_1} \ar[d] & X_2 \ar[r]_{i_2} \ar[d] & X_3 \ar[r] \ar[d] & \ldots \\ S_1 \ar[r] & S_2 \ar[r] & S_3 \ar[r] & \ldots } $$ of schemes with cartesian squares. Suppose given $(\mathcal{L}_n, \varphi_n)$ where each $\mathcal{L}_n$ is an invertible sheaf on $X_n$ and $\varphi_n : i_n^*\mathcal{L}_{n + 1} \to \mathcal{L}_n$ is an isomorphism. If \begin{enumerate} \item $X_n \to S_n$ is proper, flat, of finite presentation, and \item $\mathcal{L}_1$ is ample on $X_1$ \end{enumerate} then there exists a morphism of schemes $X \to S$ proper, flat, and of finite presentation and an ample invertible $\mathcal{O}_X$-module $\mathcal{L}$ and isomorphisms $X_n \cong X \times_S S_n$ and $\mathcal{L}_n \cong \mathcal{L}|_{X_n}$ compatible with the morphisms $i_n$ and $\varphi_n$.",Grothendieck's algebraization theorem continues to hold in the non-Noetherian setting if one assumes flatness and finite presentation.,lemma-polarized-strong-effectiveness,0D4T,https://stacks.math.columbia.edu/tag/0D4T
"Let $S$ be a scheme. Let $f : X \to Y$ and $g : Y \to Z$ be morphisms of formal algebraic spaces over $S$. Assume $X$, $Y$, $Z$ are locally Noetherian and $f$ and $g$ locally of finite type. Then if $f$ and $g$ are rig-surjective, so is $g \circ f$.",Rig-surjectivity of locally finite type morphisms is preserved under composition,lemma-composition-rig-surjective,0AQR,https://stacks.math.columbia.edu/tag/0AQR
