category,pair_id,query,intent,score,best_rank,judgement,top_1,top_2,top_3
nt_named,,Artin reciprocity,Artin reciprocity in class field theory,2,1,Top-1 provides a clear and precise explanation of Artin reciprocity in class field theory.,Artin's global reciprocity law establishes a canonical surjective homomorphism from the idele class group to the Galois group of the maximal abelian extension. This map induces an isomorphism between the quotient of the idele class group by the norm subgroup and the Galois group ,"The Artin reciprocity map is a unique continuous surjective homomorphism from the idele group to the Galois group of the maximal abelian extension. It satisfies a compatibility condition with local Artin maps at each prime. For any finite abelian extension, the global map restric",The Artin reciprocity map from the abelianized Galois group to the idele class group modulo norms is an isomorphism. It sends an automorphism to the norm of a prime element from a fixed field. This holds for finite Galois extensions of local fields. The map is well-defined and bi
nt_named,,class field theory,class field theory results,1,3,"Top-3 contains relevant results on class field theory, but the best match is not ranked first.","The pair consisting of the idele group and a specific map forms a class field theory. The structure associated with the field satisfies the class field axiom. For every finite abelian extension of the field by a prime, the Galois group is isomorphic to a quotient of idele groups.","The pair consisting of the degree map and the valuation map forms a class field theory. The multiplicative group of the separable closure satisfies the class field theory axiom. For every Galois extension of local fields, there is a canonical isomorphism between the abelianized G","For a finite abelian extension of number fields, there exists a modulus such that the Artin map induces an isomorphism between a ray class group modulo that modulus and the Galois group of the extension. The ray class group is defined by ideals coprime to the modulus modulo princ"
nt_named,,Kronecker-Weber theorem,Kronecker-Weber,2,1,"Top-1 is a clear, on-target match for the Kronecker-Weber theorem.",The Kronecker-Weber theorem states that every abelian extension of the rational numbers is contained within a cyclotomic field. An abelian extension is one where the Galois group is abelian. A cyclotomic field is generated by a primitive root of unity over the rationals. This mea,"Kummer Theory applies to a finite cyclic Galois extension of degree n, where n is coprime to the characteristic of the base field. The base field must contain a primitive n-th root of unity. The extension field is then generated by a root of an equation of the form X to the n min",An abelian extension of the rationals with finitely many ramified primes is contained in a specific cyclotomic field. This cyclotomic field is generated by all roots of unity whose orders are powers of those primes. The result shows that such extensions are cyclotomic in nature. 
nt_named,,Minkowski theorem geometry of numbers,Minkowski lattice point theorem,2,1,"Top-1 is a clear, on-target match for the Minkowski lattice point theorem.","Minkowski's theorem states that for a convex symmetric set in n-dimensional space with volume greater than 2^n times the covolume of a lattice, the set must contain a nonzero lattice point. The set must be symmetric about the origin and convex. The result holds for lattices of fu",A centrally symmetric convex body centered at the origin in n-dimensional space must contain a nonzero integer point if its volume is at least 2 to the power of n. This holds for any such convex set. The result is a key statement in the geometry of numbers. It is known as Minkows,"Minkowski's theorem states that if a centrally symmetric compact convex set in n-dimensional space has volume at least 2 to the n times the covolume of a lattice, then the set must contain a nonzero lattice point."
nt_named,,Dirichlet's unit theorem,Dirichlet unit theorem,2,1,"Top-1 is a clear, on-target match for Dirichlet's unit theorem.",The Dirichlet Unit Theorem describes the structure of the unit group in the ring of integers of a number field. The group of units is isomorphic to the direct product of a finite cyclic group of roots of unity and a free abelian group of finite rank. The rank equals the sum of th,"The group of units in the ring of integers of a number field is finitely generated. Its rank equals the sum of the number of real embeddings and twice the number of complex embeddings, minus one. The torsion subgroup consists of all roots of unity in the field. This torsion part ",Dirichlet's Unit Theorem describes the structure of the unit group in the ring of integers of a number field. The unit group is isomorphic to the direct product of a finite cyclic group and a free abelian group. The rank of the free abelian part is determined by the number of rea
nt_named,,Thue theorem,Thue's theorem on Diophantine approximation,-1,,Top results do not directly address Thue's theorem on Diophantine approximation.,This theorem is discussed in reference to a result by Thomsen.,A theorem is stated with a specific number and a formal name.,A theorem is stated with a specific name and number.
nt_named,,Roth theorem Diophantine approximation,Roth's theorem,2,1,Top-1 provides a clear and accurate description of Roth's theorem.,"Roth's theorem states that for any irrational algebraic number and any positive epsilon, the inequality comparing the number to a rational fraction is less than one over the denominator raised to the power of two plus epsilon. This inequality holds for only a finite number of int","Roth's Theorem states that for any algebraic number a and any positive epsilon, there exists a constant depending on epsilon such that the distance between a and any rational number p over q is greater than that constant divided by q raised to the power of 2 plus epsilon. This re","Roth's theorem states that if z is an algebraic irrational number, then for any positive epsilon, the inequality involving the distance between z and a rational number n over m is less than or equal to one over m raised to the power of two plus epsilon. This inequality holds for "
nt_named,,Faltings theorem,Mordell conjecture / Faltings,2,1,"Top-1 directly defines Faltings' theorem, clearly addressing the search intent.","Faltings' theorem states that for a smooth, projective, and absolutely irreducible curve over the rational numbers with genus at least two, the set of rational points on the curve is finite.","Mordell's conjecture, now Faltings' theorem, states that a smooth projective curve of genus greater than one over a global field has only finitely many rational points.","Mordell's conjecture, now Faltings's theorem, states that for a number field K and a non-singular curve C over K with genus at least two, the set of K-rational points on C is finite."
nt_named,,Mordell conjecture,Mordell / Faltings,2,1,Top-1 directly addresses the Mordell conjecture and its relation to Faltings' theorem.,"Mordell's conjecture, now Faltings' theorem, states that a smooth projective curve of genus greater than one over a global field has only finitely many rational points.","Mordell's conjecture states that a smooth, projective, geometrically connected curve of genus greater than one over a number field has only finitely many rational points. This result was proven by Gerd Faltings. It implies that such curves cannot have infinitely many points with ",A curve of genus at least two over a number field has only finitely many rational points. This finiteness holds for any number field. The result applies to algebraic curves with high genus. It was originally a conjecture by Mordell.
nt_named,,Green-Tao theorem,primes contain arbitrarily long APs,2,1,Top-1 directly addresses the theorem's significance and its implications for primes and arithmetic progressions.,Prime numbers contain infinitely many arithmetic progressions of any finite length. This holds for every positive integer k. The result is a deep theorem in number theory. It was famously proven by Ben Green and Terence Tao.,"For any positive integer k, there exists a sequence of k prime numbers that form an arithmetic progression. This means the primes are equally spaced. The length of such progressions can be arbitrarily long. This result is known as the Green-Tao theorem.",Prime numbers contain infinitely many arithmetic progressions of any finite length. This means there are endless sequences of equally spaced primes. The result holds for every positive integer length. This is a fundamental theorem in number theory.
ag_modern,,Mori program,minimal model program,1,3,"A clear match appears in top-3, specifically about the minimal model program and its execution.",The conjecture holds for a specific run of the Mori program on X. Homological Mirror Symmetry is valid for X.,"A special Mori program exists for any divisor on a Fano manifold. This program is a sequence of steps that transforms the divisor. At each step, the anticanonical divisor has positive intersection with a curve. This property holds throughout the entire sequence.",The variety is a Mori dream space. This means it has a well-behaved structure for running the minimal model program.
ag_modern,,minimal model program,MMP,1,3,A clear match appears in top-3 but not at rank 1.,The condition holds at every step of the minimal model program.,Property L A G follows from the minimal model program.,A minimal model program over a three-dimensional pair runs and terminates with a minimal model. Each step is either a contraction or a flip involving specific exceptional divisors. The exceptional set of the final map supports an ample divisor. Under additional conditions on the 
ag_modern,,MMP algebraic geometry,MMP,1,2,"A clear match appears in top-3 but not at rank 1, relevant to MMP.",Theorem reference intro-MMP holds when the pair X and Delta satisfies the LC condition.,"An MMP exists for a divisor D on an MDM over a base U. This process terminates in either a Mori fiber space or a good minimal model. In the good minimal model case, the strict transform of D becomes semiample over U. The result holds for any divisor D on the given MDM.",The MMD alpha is a projective variety.
ag_modern,,Grothendieck-Riemann-Roch theorem,GRR,2,1,"Top-1 is a clear, on-target match for the Grothendieck-Riemann-Roch theorem.","The Riemann-Roch-Grothendieck theorem applies to a proper morphism between smooth algebraic varieties. It relates pushforwards in K-theory and cohomology via the Chern character and Todd class. The formula states that the Chern character of the K-theory pushforward, multiplied by","The Grothendieck-Riemann-Roch theorem connects two pushforward maps in K-theory and Chow theory. It states that the Chern character of the pushforward in K-theory, multiplied by the Todd genus of the base, equals the pushforward of the Chern character times the Todd genus of the ",The Grothendieck-Riemann-Roch theorem applies to a projective morphism between smooth projective varieties. It relates the Chern character of the pushforward of an element in K-theory to a pushforward involving the Chern character and Todd class. The formula states that the Chern
ag_modern,,GRR theorem,Grothendieck-Riemann-Roch,-1,,Top-3 results are off-topic and do not reference Grothendieck-Riemann-Roch directly.,The theorem referenced as Theorem Gg is valid.,The theorem holds in the system G plus R-g.,The theorem holds in the system G plus R to the s.
ag_modern,,GAGA theorem,Serre GAGA,2,1,"Top-1 directly describes the Serre GAGA theorem, clearly matching the search intent.",The GAGA theorem establishes an equivalence between coherent sheaves on a projective complex scheme and coherent sheaves on its analytification. It also states that the cohomology groups of a coherent sheaf and its analytification are isomorphic. This holds for all degrees of coh,Formal GAGA holds for the morphism from the scheme to the spectrum of A if and only if it holds for the corresponding morphism from the scheme prime to the spectrum of A prime. This equivalence is stated in the context of the setup from a referenced lemma. The result is a conditi,The GAGA functor establishes an equivalence between the category of bundles on a complex projective variety and the category of bundles on its associated analytic space. This means the two categories are essentially the same in structure. Algebraic bundles correspond precisely to
ag_modern,,Serre finiteness theorem,Serre finiteness for coherent cohomology on projective varieties,1,2,"A clear match appears in top-3 but not at rank 1, discussing coherent sheaves and cohomology groups.",The class of modules that are finitely generated as abelian groups and nilpotent as modules over a group ring satisfies a specific Serre property.,"Serre's finiteness theorem applies to a right noetherian N-graded algebra R satisfying condition chi and a quasicoherent sheaf F in qgr(R). For every j at least zero, the j-th cohomology group of F is a finite right module over R_0. For every j at least one, the j-th local cohomo","Serre's theorem applies to a regular local ring T whose completion is admissible. For T-modules M and N with finite tensor product length, the sum of their dimensions is at most the dimension of T. If the sum of their dimensions is less than the dimension of T, the Euler characte"
ag_modern,,Kodaira embedding theorem,Kodaira embedding,2,1,Top-1 directly describes the Kodaira embedding theorem clearly and accurately.,"Given a compact complex manifold with a smooth closed positive definite (1,1)-form, which is a Kähler metric, then for all sufficiently large integers k, the associated map from the manifold to a complex projective space is an embedding.","The Kodaira map sends a manifold to a complex projective space. For sufficiently large values of a parameter, this map becomes an embedding. An embedding means the map is injective and its derivative is injective everywhere. This ensures the manifold can be smoothly placed into t","For a compact Kahler manifold with an integral Kahler form, there exists a minimal positive integer such that for all larger integers, the manifold holomorphically embeds into a projective space via sections of a high tensor power of the associated line bundle. The pullback of th"
ag_modern,,Chow theorem,complex analytic subvariety of P^n is algebraic,2,1,Top-1 directly addresses the query about Chow's Theorem and its implications for analytic and algebraic varieties.,Chow's Theorem states that any closed analytic subset of complex projective space is a finite union of algebraic varieties. This means analytic sets in this context are necessarily algebraic. The result connects complex analytic geometry with algebraic geometry. It implies that s,The Chow lemma states that any analytic subvariety of projective space is algebraic. This means such subvarieties are defined by polynomial equations. The result connects complex analytic geometry with algebraic geometry. It implies analytic and algebraic structures coincide in t,"Chow's lemma states that for any irreducible complete algebraic variety over a field, there exists an irreducible projective variety of the same dimension. There is also a surjective morphism from this projective variety onto the original variety. This result connects complete va"
shortform,,EGA,Éléments de Géométrie Algébrique,-1,,Top results are off-topic and do not directly address Éléments de Géométrie Algébrique.,Formal GAGA holds for the morphism from the scheme to the spectrum of A if and only if it holds for the corresponding morphism from the scheme prime to the spectrum of A prime. This equivalence is stated in the context of the setup from a referenced lemma. The result is a conditi,Theorem ref section theo implies theorem ref etale theo.,The theorem holds for affine schemes of the form X = spec(A).
shortform,,SGA 4,Séminaire de Géométrie Algébrique du Bois Marie,-1,,Top results are off-topic and do not relate to the Séminaire de Géométrie Algébrique du Bois Marie.,The structure satisfies a specific condition from a referenced lemma. This condition is the fourth one listed in that lemma. The condition relates to the given mathematical objects. The statement confirms that the property holds for these objects.,"A scheme S has a finite faithfully flat map from some X to S. Under this map, the fourth power of the eta element in the etale motivic stable homotopy category of X becomes zero.",This lemma is labeled as lemma4.
shortform,,EGA III,EGA III,0,,Only tangentially related; nothing in top-3 directly answers the query about EGA III.,"The referenced theorem applies to the triple (X, A, B) under the conditions specified in part (III).","For a type III singular fiber in an elliptic fibration, the singular subscheme is supported at the singular points. Given an ample line bundle of degree at least three on the fiber, the global sections of the line bundle map surjectively onto the global sections restricted to the",The closed subscheme has codimension at least three.
real_typo,,compelte vector space,complete vector space (Banach),2,1,"Top-1 directly defines a complete vector space, aligning perfectly with the search intent.",The vector space is complete. Every Cauchy sequence in the space converges to a limit within the space.,The space is a complete metric space.,"A vector space is complete if and only if its positive cone is complete. The positive cone being complete is equivalent to the entire space being complete. Furthermore, every vector subspace that is commensurable with the positive cone is also complete. These three conditions are"
real_typo,,guass theorem,Gauss theorem (divergence),1,2,"A clear match appears in top-3 but not at rank 1, specifically in rank 2.",The claim implies Gauss's theorem.,The Gaussian formula relates a surface integral over a closed surface to a volume integral over the region it encloses. It states that the integral of a second-degree differential form over the boundary equals the integral of the divergence of its components over the volume. The ,Gauss's equation is valid.
real_typo,,ehrenfest theorem,Ehrenfest theorem in QM,1,3,"A clear match appears in top-3 but not at rank 1, relevant to Ehrenfest theorem in QM.",The abstract Ehrenfest theorem applies to selfadjoint and hermitean operators on a Hilbert space under certain invariance and boundedness conditions. It states that the expected value of an operator is continuously differentiable in time. This derivative equals the expected value,"The Sharp Ehrenfest theorem applies to self-adjoint operators on a Hilbert space. It states that under certain invariance conditions, the expected value of an operator is continuously differentiable in time. The time derivative equals the expected value of the commutator of the H","Ehrenfest dynamics in the slow time scale consists of two coupled equations: one for the acceleration of a position variable and another for the time evolution of a wave function deviation. The acceleration equation includes terms from the gradient of an eigenvalue, a real part o"
real_typo,,Couchy Schwarz,Cauchy-Schwarz (typo),2,1,"Top-1 is a clear, on-target match for the Cauchy-Schwarz inequality.","The Cauchy-Schwarz inequality states that for any two vectors in an inner product space, the absolute value of their inner product is at most the product of their norms. This inequality holds for all vectors in the space. It provides a fundamental bound on the inner product in te","The Cauchy-Schwarz inequality states that for any two vectors in a real inner product space, the square of their inner product is at most the product of their inner products with themselves. This inequality provides an upper bound on the absolute value of the inner product. It im",The Cauchy-Schwarz inequality holds in any inner product space. It states that the absolute value of the inner product of two vectors is at most the product of their norms. Equality occurs if and only if the vectors are linearly dependent. This result generalizes the classic ineq
named_eponym,,divergence theorem,divergence theorem (Gauss/Ostrogradsky),2,1,"Top-1 is a clear, on-target match for the divergence theorem.",The divergence theorem relates the integral of a vector field's divergence over a space-time region to the flux of the field through the boundary. It applies to bounded Lipschitz domains and continuously differentiable vector fields. The divergence is taken with respect to both t,The divergence theorem states that the integral of the divergence of a vector field over a volume equals the flux of the field through the boundary surface. This applies to a closed domain with a smooth boundary. The volume integral of the divergence equals the surface integral o,The divergence theorem relates the flow of a vector field through a closed surface to the divergence within the enclosed volume. It states that the integral of the divergence over a region equals the flux through the boundary surface. The vector field components must be continuou
named_eponym,,Gauss divergence theorem,divergence theorem,2,1,"Top-1 directly defines the divergence theorem, clearly matching the search intent.",The claim implies Gauss's theorem.,The Gaussian formula relates a surface integral over a closed surface to a volume integral over the region it encloses. It states that the integral of a second-degree differential form over the boundary equals the integral of the divergence of its components over the volume. The ,The divergence theorem relates the integral of a vector field's divergence over a space-time region to the flux of the field through the boundary. It applies to bounded Lipschitz domains and continuously differentiable vector fields. The divergence is taken with respect to both t
named_eponym,,Ostrogradsky theorem,divergence theorem,1,2,"A clear match appears in top-3 but not at rank 1, relating to divergence theorem.",The divergence theorem relates the integral of a vector field's divergence over a space-time region to the flux of the field through the boundary. It applies to bounded Lipschitz domains and continuously differentiable vector fields. The divergence is taken with respect to both t,The theorem states that the three-dimensional delta integral over a volume equals the surface integral of the three-form omega over the boundary. This relates a volume integral to an integral over the enclosing surface. It is a specific case of a generalized Stokes' theorem. The ,The integral of the gradient of a function over an open connected region equals the integral of the function multiplied by the outward unit normal over the boundary. This holds for continuously differentiable functions on regions with piecewise smooth boundaries. The result is a 
two_word,,Yoneda embedding is fully faithful,Yoneda embedding,2,1,Top-1 directly addresses the Yoneda embedding's full and faithful nature.,"The Yoneda embedding maps a locally small category into the category of contravariant set-valued functors on its opposite category. This embedding is full, meaning it is surjective on morphisms between hom-sets. It is also faithful, meaning it is injective on morphisms. As a resu",The Yoneda embedding is a full and faithful functor. It embeds a category into its category of presheaves. This embedding preserves all categorical structure. It is injective on objects up to isomorphism.,The Yoneda embedding functor is fully faithful. It injectively maps objects to their representable functors. Morphisms between objects correspond precisely to natural transformations between these functors. This establishes a strong embedding of the category into its functor cate
two_word,,free group on n generators,free group definition,1,1,"Top-3 includes relevant information about free groups, but top-1 is not a direct definition.",A free group of rank n is isomorphic to the standard free group on n generators.,The subgroup generated by a specific set of n elements in the free group on two generators is isomorphic to the free group on n generators.,The theory of the free group on n generators is decidable.
two_word,,fundamental group of the circle,π_1(S^1) = Z,2,1,Top-1 directly states the fundamental group of the circle is isomorphic to the integers.,The fundamental group of the circle is isomorphic to the integers under addition.,The fundamental group of the circle is isomorphic to the integers. All higher homotopy groups of the circle are trivial.,The fundamental group of the circle is isomorphic to the integers.
two_word,,pi_1(S^1) is Z,fundamental group of circle is Z,2,1,"Top-1 is a clear, on-target match for the fundamental group of the circle.",The fundamental group of the circle is isomorphic to the integers.,The fundamental group of the circle is isomorphic to the integers.,The fundamental group of the circle is isomorphic to the integers.
natural_q,,Why is the empty set a subset of every set?,vacuous truth / set theory,2,1,"Top-1 directly explains why the empty set is a subset of every set, aligning perfectly with the search intent.",The empty set is a subset of every set.,"The theorem states that the empty set is a subset of every set. This is a fundamental property in set theory. It holds because there are no elements in the empty set that could fail to be in any other set. Therefore, the empty set is universally included in all sets.","The empty set is a subset of every set. This holds for any set A. The empty set contains no elements, so it cannot have an element not in A. Therefore, it is always a subset."
natural_q,,Is every closed subspace of a Hilbert space the kernel of a continuous linear functional?,Riesz representation,1,3,"Top-3 includes relevant information about continuous linear functionals and their kernels, but not the Riesz representation directly.",A linear functional is continuous exactly when its kernel is closed.,"A real Banach space B contains a dense real Hilbert subspace H with continuous inclusion. For any codimension-1 closed subspace L of B, the intersection of L with H is the unique codimension-1 closed subspace of H whose closure in B is L. If a nonzero linear functional on H is co",The kernel's orthogonal complement in a Hilbert space is one-dimensional for any nonzero continuous linear functional. This one-dimensional subspace is isomorphic to the real numbers. The result follows from the Riesz representation theorem.
code_like,,f(x) = sin(x) + cos(x),expression rather than statement (probably bad fit),-1,,"Top results are off-topic, focusing on theorems rather than the expression of the function.",The sum of sine x and cosine x equals the square root of two multiplied by cosine of x minus pi over four.,The sum of sine x and cosine x equals the square root of two times sine of x plus pi over four. This identity simplifies the expression of the sum of these trigonometric functions. It expresses the sum as a single sine function with a phase shift. The phase shift is pi over four ,The theorem defines a function f.
code_like,,x ∈ R,x is a real number (notation),2,1,"Top-1 is a clear, on-target match stating that x is a real number.",Proposition holds for the real numbers.,The theorem holds in the real numbers.,The theorem involves a subset of the real numbers.
code_like,,x in R,x is real,1,2,A clear match appears in top-3 but not at rank 1.,The theorem holds in the real numbers.,Proposition holds for the real numbers.,The theorem defines a set X.
logarithm,,log(ab) = log a + log b,logarithm of product,2,1,"Top-1 directly explains the logarithm of a product, matching the search intent perfectly.",The sum of the logarithms of two positive numbers to the same base greater than one equals the logarithm of their product to that base.,The logarithm of a product of two positive real numbers equals the sum of the logarithms of those numbers. This holds for any positive real numbers x and y. The logarithm function transforms multiplication into addition. This property is fundamental to logarithmic identities.,"The real logarithm function to base b is completely additive. For any positive real numbers x and y, the logarithm of their product equals the sum of their logarithms. This property holds regardless of the base b, as long as b is a positive real number not equal to one."
logarithm,,logarithm of a product,log(ab)=log a + log b,2,1,Top-1 directly states the logarithm product property clearly.,"The logarithm of a product of measures equals the sum of the logarithms of those measures, provided the product exists.",The sum of the logarithms of two positive numbers to the same base greater than one equals the logarithm of their product to that base.,The logarithm of the fusion product of F1 and F2 equals the fusion product of the logarithms of F1 and F2.
geom_basic,,sum of angles in a triangle is 180,Euclidean angle sum,2,1,"Top-1 directly states the sum of angles in a triangle is 180 degrees, perfectly matching the query.",The sum of the interior angles of any triangle equals a straight angle. This holds for all triangles regardless of their shape or size. The theorem is expressed using formal geometric notation involving points and distances. It establishes that the angles correspond in a construc,"For any three points not in a straight line, the sum of the angles formed by the lines connecting them equals 180 degrees. This holds for all triangles regardless of shape or size. The result is equivalent to the sum of interior angles in a triangle being two right angles. This i","The sum of the interior angles in any triangle is always equal to two right angles. This means that if you add up all three angles inside a triangle, the total will be 180 degrees. This property holds true for all triangles, regardless of their shape or size. It is a fundamental "
geom_basic,,interior angle sum of triangle,angle sum 180,1,2,A clear match appears in top-3 but not at rank 1.,The sum of the interior angles of any triangle equals a straight angle. This holds for all triangles regardless of their shape or size. The theorem is expressed using formal geometric notation involving points and distances. It establishes that the angles correspond in a construc,"The sum of the interior angles in any triangle is always equal to two right angles. This means that if you add up all three angles inside a triangle, the total will be 180 degrees. This property holds true for all triangles, regardless of their shape or size. It is a fundamental ","For any three points not in a straight line, the sum of the angles formed by the lines connecting them equals 180 degrees. This holds for all triangles regardless of shape or size. The result is equivalent to the sum of interior angles in a triangle being two right angles. This i"
geom_basic,,area of a circle is pi r squared,area of circle,1,1,A clear match appears in top-3 but not at rank 1.,The area of a circle equals pi multiplied by the square of its radius.,A circle with a radius of two has an area of four pi.,A rectifiable Jordan curve enclosing a domain of area pi meets the conditions of the main theorem.
geom_basic,,circumference of a circle is 2 pi r,circle circumference,1,2,A clear match appears in top-3 but not at rank 1.,The perimeter of a circle is twice the product of pi and its radius.,The ideal boundary is a closed circle. Its circumference is two pi.,The area of a circle equals pi multiplied by the square of its radius.
set_theory,,Cantor diagonal argument,Cantor diagonalization,1,2,"A clear match appears in top-3, specifically about the diagonal argument and its implications.",The Cantor set is uncountable. It contains as many points as the entire real number line. This is true even though it is a very sparse set with no intervals. The proof uses a diagonal argument similar to that for the real numbers.,The set of all infinite binary sequences cannot be put into a one-to-one correspondence with the natural numbers. This is shown by assuming such a correspondence exists and constructing a sequence that differs from every listed sequence. The new sequence is defined by altering th,"Cantor's theorem states that for any set A, there is no surjective function from A to the set of all functions from A to the two-element set. This implies that the power set of A has strictly greater cardinality than A itself. The result holds for all sets, whether finite or infi"
set_theory,,Cantor's theorem cardinality of power set,Cantor's theorem |P(X)|>|X|,2,1,Top-1 directly explains Cantor's theorem and its implications on cardinality.,"Cantor's theorem states that for any set A, the cardinality of A is strictly less than the cardinality of its power set. The power set is the set of all subsets of A. This means there is no bijection between A and its power set. Therefore, the power set is always larger than the ","For any cardinal number, its cardinality is strictly less than the cardinality of its power set. This holds regardless of whether the cardinal is finite or infinite. The result is a direct consequence of Cantor's theorem.","For any set X, the cardinality of its power set is strictly greater than the cardinality of X itself. This holds regardless of whether X is finite or infinite. The power set of X contains all subsets of X. This result is known as Cantor's theorem."
set_theory,,Schröder-Bernstein theorem,Cantor-Bernstein-Schröder,2,1,"Top-1 directly defines the Cantor-Bernstein theorem, matching the search intent perfectly.","If there is an injection from set A to set B and an injection from set B to set A, then there exists a bijection between A and B. This implies that A and B have the same cardinality. The theorem is known as the Cantor-Bernstein theorem. It establishes the equivalence of sets unde","Assuming the law of excluded middle, if there is an injective function from set A to set B and an injective function from set B to set A, then A and B are equinumerous. This is known as the Schroeder-Bernstein theorem. It establishes that the existence of injections in both direc","If there is an injective function from set X to set Y and an injective function from set Y to set X, then there exists a bijective function between X and Y. This result is known as the Cantor-Schroeder-Bernstein theorem. It establishes that the two sets have the same cardinality."
set_theory,,Schroeder-Bernstein theorem,CBS,2,1,"Top-1 is a clear, on-target match for the Schroeder-Bernstein theorem.","If there is an injection from set A to set B and an injection from set B to set A, then there exists a bijection between A and B. This implies that A and B have the same cardinality. The theorem is known as the Cantor-Bernstein theorem. It establishes the equivalence of sets unde","The Schroeder-Bernstein theorem states that if there exists an injective function from set A to set B and an injective function from set B to set A, then there exists a bijection between A and B. This implies that the sets have the same cardinality. The theorem relies on the assu","Assuming the law of excluded middle, if there is an injective function from set A to set B and an injective function from set B to set A, then A and B are equinumerous. This is known as the Schroeder-Bernstein theorem. It establishes that the existence of injections in both direc"
set_theory,,Cantor-Bernstein theorem,CBS,2,1,"Top-1 is a clear, on-target match for the Cantor-Bernstein theorem.","If there is an injection from set A to set B and an injection from set B to set A, then there exists a bijection between A and B. This implies that A and B have the same cardinality. The theorem is known as the Cantor-Bernstein theorem. It establishes the equivalence of sets unde","An injection from set A to set B and an injection from set B to set A together imply the existence of a bijection from A to B. This bijection has the property that for every pair it maps, either the first injection sends the element from A to that same element in B, or the second","The Cantor-Schroeder-Bernstein theorem states that if there exist injective functions from set A to set B and from set B to set A, then there exists a bijection between A and B. This bijection can be explicitly constructed from the given injections. The result establishes that A "
set_theory,,if there are injections both ways then bijection,Cantor-Bernstein-Schröder,2,1,"Top-1 is a clear, on-target match for the Cantor-Bernstein-Schröder theorem.","If there is an injection from set A to set B and an injection from set B to set A, then there exists a bijection between A and B. This implies that A and B have the same cardinality. The theorem is known as the Cantor-Bernstein theorem. It establishes the equivalence of sets unde","An injection from set A to set B and an injection from set B to set A together imply the existence of a bijection from A to B. This bijection has the property that for every pair it maps, either the first injection sends the element from A to that same element in B, or the second","If there is an injection from one set to another and also an injection from the other set to the first, then the two sets are equivalent. This means there exists a bijection between them. The theorem states that mutual domination implies equivalence. It is also known as the Canto"
obvious_fact,,0 + 0 = 0,trivial fact,-1,,Top results are off-topic and do not directly address the trivial fact of 0 + 0 = 0.,The theorem describes a structure involving the zero tuple and a specific algebraic object. It relates to an operation defined on an ordinal or similar set. The result establishes a property or identity within this framework. The context is likely set-theoretic or algebraic in na,The theorem holds when n equals zero.,The theorem holds for the case when n equals zero.
obvious_fact,,x + 0 = x,additive identity,2,1,Top-1 directly states the additive identity property clearly.,Every natural number x added to zero equals x.,Adding zero to any number x results in x.,Adding the zero element to any element in a group results in the same element.
obvious_fact,,every integer is a real number,Z subset R,1,4,"A clear match appears in top-3, specifically about integers as a subset of real numbers.",The integers form an integral domain under addition and multiplication. This integral domain is a subdomain of the real numbers.,This theorem applies to all integers.,The additive group of integers is a normal subgroup of the additive group of real numbers.
specific_statement,,fundamental group of the figure-eight is free on two generators,pi_1(wedge of two circles) = F_2,1,4,"A clear match appears in top-3 but not at rank 1, specifically related to the fundamental group of the figure-eight.",The fundamental group of P is isomorphic to the direct product of two copies of the free group on two generators.,The group of bicolored braids is isomorphic to the free product of two groups. The generators of the first factor are labeled a prime one through a prime eight. The generators of the second factor are labeled a double prime one through a double prime eight. These generators are d,The fundamental group of the figure eight knot complement contains two normal subsemigroups. One subsemigroup intersects the peripheral subgroup in positive powers of the product of the meridian and longitude. The other subsemigroup intersects the peripheral subgroup in positive 
specific_statement,,every finitely generated module over a PID is a direct sum of cyclic modules,structure theorem for fg modules over PID,2,1,Top-1 directly addresses the structure theorem for finitely generated modules over a PID.,Every finitely generated module over a principal ideal domain is isomorphic to a direct sum of a free module and cyclic modules. The free part is a direct sum of copies of the ring itself. The cyclic parts are quotients of the ring by powers of prime elements. The structure is un,"Every finitely generated module over a principal ideal domain decomposes as a direct sum. It consists of a free part and a torsion part. The free part is isomorphic to a finite power of the ring. The torsion part is a direct sum of cyclic modules, each modulo a principal ideal.",A finitely generated module over a principal ideal domain is isomorphic to a direct sum of cyclic modules. Each cyclic module is a quotient of the ring by an ideal. The ideals may be zero or generated by elements of the ring. This decomposition describes the structure of the modu
specific_statement,,structure theorem for finitely generated modules over a PID,structure theorem,2,1,Top-1 provides a clear and precise statement of the structure theorem for finitely generated modules over a PID.,Every finitely generated module over a principal ideal domain is isomorphic to a direct sum of a free module and cyclic modules. The free part is a direct sum of copies of the ring itself. The cyclic parts are quotients of the ring by powers of prime elements. The structure is un,"Every finitely generated module over a principal ideal domain decomposes as a direct sum. It consists of a free part and a torsion part. The free part is isomorphic to a finite power of the ring. The torsion part is a direct sum of cyclic modules, each modulo a principal ideal.",A finitely generated module over a principal ideal domain decomposes as a direct sum of a free submodule of finite rank and finitely many cyclic torsion modules. The cyclic torsion summands have orders given by powers of positive integers. The rank of the free part and the list o
specific_statement,,Cantor set has Lebesgue measure zero,Cantor set measure zero,1,2,"A clear match appears in top-2, specifically addressing the Cantor set's measure.",The limit set has Lebesgue measure zero.,"The Cantor set is measurable with respect to the Borel sigma-algebra on the real numbers. Its Lebesgue measure is zero. Therefore, the Cantor set is a null set.",The Lebesgue measure of the zero set of the function is zero.
