paper,theorem_label,theorem_type,mode,query,target_title,ts_paper_rank,matlas_paper_rank,ts_theorem_rank,matlas_theorem_rank,ts_top1_title,matlas_top1_title
1612.01625,prop:mixed_signs,proposition,vague,explicit product formula for half-integer parameters,Crofton Formulas and Indefinite Signature,,,,,"On a conjecture of Feigin, Wang and Yoshinaga",Discrete analogues of Macdonald-Mehta integrals
1604.07123,prop:untwisted-limit,proposition,vague,degeneration of mirror-curve differentials near large complex structure,On the Remodeling Conjecture for Toric Calabi-Yau 3-Orbifolds,,,,,Teichmüller Discs with Completely Degenerate Kontsevich-Zorich Spectrum,Exponential networks and representations of quivers
1612.01625,prop:mixed_signs,proposition,precise,"For half-integer parameters e with a prescribed parity pattern, f_n(e) has an explicit product formula involving delta_n(m), reciprocal factors, and pairwise ratio terms within each parity class.",Crofton Formulas and Indefinite Signature,1,1,1,1,Crofton Formulas and Indefinite Signature,Crofton formulas and indefinite signature
1612.01625,prop:Crofton_projection,proposition,vague,pushforward compatibility for Crofton distributions,Crofton Formulas and Indefinite Signature,1,1,2,,Crofton Formulas and Indefinite Signature,Crofton formulas and indefinite signature
1612.01625,lem:odd_p_residue,lemma,vague,nonvanishing residue for a special meromorphic function,Crofton Formulas and Indefinite Signature,,,,,Analytic study of singular curves,Tenth order mock theta functions in Ramanujan's lost notebook. II
1610.07055,maxdimH,theorem,precise,"Assuming Lusztig's character formula and sufficiently large characteristic, the maximal first cohomology dimension for p-restricted modules of small-rank finite groups of Lie type is given by an explicit table.",Computation of Kazhdan-Lusztig polynomials and some applications to finite groups,1,1,1,1,Computation of Kazhdan-Lusztig polynomials and some applications to finite group,Computation of Kazhdan-Lusztig polynomials and some applications to finite group
1612.05387,thm:chord,thm,precise,"Every inclusion-maximal chord separated collection of subsets of [n] already has the largest possible size, namely the sum of binomial coefficients through size three.","Weak Separation, Pure Domains and Cluster Distance",1,2,1,2,"Weak Separation, Pure Domains and Cluster Distance",Plabic graphs and zonotopal tilings
1610.07055,maxdimH,theorem,vague,large first cohomology dimensions for finite Chevalley groups,Computation of Kazhdan-Lusztig polynomials and some applications to finite groups,1,3,3,3,Computation of Kazhdan-Lusztig polynomials and some applications to finite group,Generation of simple groups
1610.07055,ComplClasses,lemma,vague,group cohomology and complements in semidirect products,Computation of Kazhdan-Lusztig polynomials and some applications to finite groups,7,,7,,Few-cosine spherical codes and Barnes-Wall lattices,Enumeration of Finite Groups
1610.07055,GTbound,theorem,precise,"For a finite simple Chevalley group in cross characteristic, only boundedly many irreducible modules have nonzero first cohomology, and each such cohomology dimension is at most Weyl-group-size plus rank.",Computation of Kazhdan-Lusztig polynomials and some applications to finite groups,1,2,1,2,Computation of Kazhdan-Lusztig polynomials and some applications to finite group,First cohomology groups of Chevalley groups in cross characteristic
1612.05387,prop:geometricdef,prop,precise,"For a simple cyclic pattern, the associated curve is non-self-intersecting and cuts the zonogon so that the inner and outer domains are exactly the intersections with the two regions.","Weak Separation, Pure Domains and Cluster Distance",2,4,2,4,Combined tilings and separated set-systems,Combined tilings and separated set-systems
1612.05387,thm:chord,thm,vague,size of maximal chord separated collections,"Weak Separation, Pure Domains and Cluster Distance",1,2,1,2,"Weak Separation, Pure Domains and Cluster Distance",Plabic graphs and zonotopal tilings
1612.05387,lemma:geometry,lemma,precise,"If each edge of a closed polygonal chain has a supporting vector from one half-plane placing v beyond both endpoints, then v lies on the chain or outside the region.","Weak Separation, Pure Domains and Cluster Distance",1,1,1,1,"Weak Separation, Pure Domains and Cluster Distance","Weak separation, pure domains and cluster distance"
1612.05387,prop:geometricdef,prop,vague,simple cyclic patterns and zonogon subdivisions,"Weak Separation, Pure Domains and Cluster Distance",,6,,6,Coxeter tournaments,Combined tilings and separated set-systems
1612.05387,lemma:chord,lemma,vague,nested chains inside maximal chord separated collections,"Weak Separation, Pure Domains and Cluster Distance",1,2,1,2,"Weak Separation, Pure Domains and Cluster Distance",Plabic graphs and zonotopal tilings
1612.05387,lemma:chord,lemma,precise,"In a maximal chord separated collection, presence of U, V, and their boundary augmentations forces a nested chain from U to V whose intermediate sets keep the same augmentations.","Weak Separation, Pure Domains and Cluster Distance",1,3,1,3,"Weak Separation, Pure Domains and Cluster Distance",Dominating circuits in regular matroids
1612.07193,lemma:q-x,lemma,vague,Grothendieck ring class of a quadric fibration,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1612.01625,prop:Crofton_projection,proposition,precise,"If a dual Crofton distribution mu represents phi and has wavefront in Gamma, then the pushforward valuation equals the Crofton transform of pushforward mu.",Crofton Formulas and Indefinite Signature,1,,1,,Crofton Formulas and Indefinite Signature,"Projection functions, area measures and the Alesker-Fourier transform"
1612.07193,,lemma,precise,"In the situations covered by the two corollaries, Y is actually isomorphic to X, so their Grothendieck classes are equal.","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,,1,,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",Logarithmic transformations of rigid analytic elliptic surfaces
1612.01625,lem:odd_p_residue,lemma,precise,"For distinct strict half-integers a and b at least minus one half, the residue of u(s,a,b) at s equals minus a minus b minus three is nonzero.",Crofton Formulas and Indefinite Signature,1,1,1,1,Crofton Formulas and Indefinite Signature,Crofton formulas and indefinite signature
1612.07193,,lemma,vague,when related quadric varieties become isomorphic,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",,,,,"Special birational transformations of type (2,1)",Excellent algebraic groups. I
1612.07193,lemma:smoothness-criterion,lemma,precise,"A complete intersection of quadrics is smooth iff the family is regular, and the discriminant divisor and double cover are smooth iff the family is regular and contains no corank-two members.","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,1,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1612.07193,lemma:smoothness-criterion,lemma,vague,smoothness criteria for families of quadrics,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,1,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1612.07193,thm:reduction-dim2,theorem,precise,"For a quadric surface fibration with no corank-two fibers and the section condition, the Grothendieck class splits into base and double-cover contributions weighted by the Lefschetz motive.","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,1,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1703.02583,prop:higher,lemma,precise,"If the coefficient family a for the staircase partition delta_n fails the SNP property, then the corresponding family for delta_{n+1} also fails it.",Newton Polytopes in Algebraic Combinatorics,1,1,1,,Newton Polytopes in Algebraic Combinatorics,Newton polytopes in algebraic combinatorics
1703.02583,lemma:maceval,lemma,vague,Macdonald polynomials and saturated Newton polytopes,Newton Polytopes in Algebraic Combinatorics,2,1,2,1,Saturation for Non-Symmetric Macdonald Polynomials,Newton polytopes in algebraic combinatorics
1612.05387,lemma:geometry,lemma,vague,supporting vector criterion for polygon containment,"Weak Separation, Pure Domains and Cluster Distance",3,1,3,1,Containment problems for polytopes and spectrahedra,"Weak separation, pure domains and cluster distance"
1612.07193,lemma:q-x,lemma,precise,"In the Grothendieck ring, the class of Q equals the class of P^{n+1} times P^{m-1} plus the class of X times the mth Lefschetz power.","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,1,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1703.02583,prop:higher,lemma,vague,SNP property for staircase partitions,Newton Polytopes in Algebraic Combinatorics,,2,,,Multiplicity free expansions of Schur $P$-functions,Hecke algebras of type ${\bf A}$ with $q=-1$
1703.02583,,proposition,precise,"For partitions lambda and mu of n, dominance order between them is equivalent to dominance order between the associated permutations built from their maximal length.",Newton Polytopes in Algebraic Combinatorics,1,,1,,Newton Polytopes in Algebraic Combinatorics,A quasi-stability result for dictatorships in $S_n$
1703.02583,thm:stan84,theorem,precise,"In the Schur expansion of F_w, all coefficients are nonnegative and the partitions that appear form a dominance interval with endpoints determined by w.",Newton Polytopes in Algebraic Combinatorics,1,1,1,1,Newton Polytopes in Algebraic Combinatorics,Newton polytopes in algebraic combinatorics
1703.02583,,proposition,vague,dominance order and permutations of partitions,Newton Polytopes in Algebraic Combinatorics,,7,,,Irreducible projective representations of the alternating group which remain irr,Representations of Elementary Abelian p-Groups and Vector Bundles
1705.01663,thm:3,theorem,precise,"For the fourteen symmetric parameter multisets, each next truncated hypergeometric value is congruent to the current value times the first one modulo p cubed.",Supercongruences for rigid hypergeometric Calabi--Yau threefolds,6,6,6,,A local-global theorem for $p$-adic supercongruences,A local-global theorem for $p$-adic supercongruences
1705.01663,prop:Dwork,proposition,precise,"For dash-invariant parameter multisets, truncated hypergeometric values satisfy cross-congruences modulo powers of p, yielding a unique p-adic unit governing all successive ratios.",Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,10,,,$p$-adic analogues of hypergeometric identities,"Apéry numbers, Jacobi sums, and special values of generalized $p$-adic hypergeom"
1612.07193,thm:reduction-dim2,theorem,vague,Grothendieck class of quadric surface fibrations,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics",1,1,2,1,"Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics","Grothendieck ring of varieties, D- and L-equivalence, and families of quadrics"
1703.02583,lemma:maceval,lemma,precise,A specialization of a Macdonald polynomial has saturated Newton polytope exactly when every coefficient below lambda in dominance order is nonzero.,Newton Polytopes in Algebraic Combinatorics,1,1,3,1,Newton Polytopes in Algebraic Combinatorics,Newton polytopes in algebraic combinatorics
1705.01663,Dw-lemma,lemma,precise,"A rising-factorial ratio factors into p-adic gamma terms, a smaller-digit quotient, and a correction determined by the base-p digit of k.",Supercongruences for rigid hypergeometric Calabi--Yau threefolds,2,,2,,On Some Hypergeometric Supercongruence Conjectures of Long,Modular counting of rational points over finite fields
1705.01663,prop:Dwork,proposition,vague,p-adic ratios of truncated hypergeometric series,Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,,,,$p$-adic analogues of hypergeometric identities,$p$-adic hypergeometric functions and certain weight three newforms
1705.01663,gp-poch,lemma,precise,The first and second derivatives of a truncated rising factorial have explicit formulas in terms of the first two logarithmic derivatives of the p-adic gamma function.,Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,,,,Supercongruences concerning truncated hypergeometric series,A $p$-adic integral representation of the $p$-adic $L$-function
1705.01663,Dw-lemma,lemma,vague,p-adic gamma formulas for Pochhammer symbols,Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,,,,The Explicit Hypergeometric-Modularity Method II,The trace of Frobenius of elliptic curves and the $p$-adic gamma function
1706.06557,lem:MCG-rigid,lemma,precise,Any standard bordered Floer mapping-class module that is homotopy equivalent to a homogeneous module is uniquely equivalent via the maximal-grading homotopy class.,Involutive bordered Floer homology,1,1,1,1,Involutive bordered Floer homology,Involutive bordered Floer homology
1705.01663,gp-poch,lemma,vague,derivatives of p-adic rising factorials,Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,,,,Explicit formulas for p-adic integrals: approach to p-adic distributions and som,$p$-adic multiple zeta values. I. $p$-adic multiple polylogarithms and the $p$-a
1706.06557,lem:0-HB-rigid,lemma,precise,The standard type D module of the genus-k zero-framed handlebody has only one homogeneous self-homotopy equivalence.,Involutive bordered Floer homology,1,1,1,1,Involutive bordered Floer homology,Involutive bordered Floer homology
1706.06557,thm:I-tri,theorem,vague,surgery exact triangle in involutive Heegaard Floer theory,Involutive bordered Floer homology,,1,,1,Instantons and Khovanov homology in $\mathbb{RP}^3$,Involutive bordered Floer homology
1703.02583,thm:stan84,theorem,vague,Schur expansion support in dominance order,Newton Polytopes in Algebraic Combinatorics,,,,,Maximal supports and Schur-positivity among connected skew shapes,Necessary conditions for Schur-positivity
1706.06557,lem:0-HB-rigid,lemma,vague,handlebody type D module automorphisms,Involutive bordered Floer homology,,,,,Chain coalgebras and distributivity,Automorphisms of the mapping class group of a nonorientable surface
1706.06557,thm:MCG-act-is,theorem,precise,The mapping class action on involutive Heegaard Floer homology is exactly the composition of the bordered Floer maps used to define the action.,Involutive bordered Floer homology,1,1,1,1,Involutive bordered Floer homology,Involutive bordered Floer homology
1705.01663,thm:3,theorem,vague,p-adic congruences for truncated hypergeometric values,Supercongruences for rigid hypergeometric Calabi--Yau threefolds,,5,,,$p$-adic analogues of hypergeometric identities,Some supercongruences occurring in truncated hypergeometric series
1706.06557,thm:MCG-act-is,theorem,vague,mapping class actions in involutive Heegaard Floer theory,Involutive bordered Floer homology,1,1,1,1,Involutive bordered Floer homology,Involutive bordered Floer homology
1711.08232,poinineprop,proposition,precise,"On a set Sigma satisfying a density lower bound, a function's L^p oscillation is controlled by its fractional Sobolev seminorm.",A gradient estimate for nonlocal minimal graphs,1,,1,,A gradient estimate for nonlocal minimal graphs,Self-improving Poincaré-Sobolev type functionals in product spaces
1711.08232,q>1lem,lemma,vague,weak Harnack estimate for nonlocal supersolutions,A gradient estimate for nonlocal minimal graphs,,3,,3,Poincaré inequality and quantitative De Giorgi method for hypoelliptic operators,Spectral theory for linearized $p$-Laplace equations
1711.08232,q>1lem,lemma,precise,A positive supersolution on Sigma satisfies a weak Harnack estimate: its infimum on smaller balls is bounded below by a negative-moment average on a larger ball.,A gradient estimate for nonlocal minimal graphs,,1,,1,On the regularity theory for mixed local and nonlocal quasilinear elliptic equat,A gradient estimate for nonlocal minimal graphs
1711.08232,restrictedsobinecor,corollary,precise,"Under uniform density and measure bounds on Sigma, fractional Sobolev norms control a local Sobolev-conjugate norm with an explicit boundary-scale term.",A gradient estimate for nonlocal minimal graphs,1,3,1,3,A gradient estimate for nonlocal minimal graphs,A concurrent global-local numerical method for multiscale PDEs
1711.08232,restrictedsobinecor,corollary,vague,fractional Sobolev inequality on nonlocal minimal surfaces,A gradient estimate for nonlocal minimal graphs,1,1,1,7,A gradient estimate for nonlocal minimal graphs,A gradient estimate for nonlocal minimal graphs
1706.06557,lem:MCG-rigid,lemma,vague,uniqueness of bordered Floer mapping class modules,Involutive bordered Floer homology,1,1,1,1,Involutive bordered Floer homology,Involutive bordered Floer homology
1706.06557,thm:I-tri,theorem,precise,"Involutive Heegaard Floer homology fits into a surgery exact triangle relating Y, minus-one surgery on a framed knot K, and zero surgery on K.",Involutive bordered Floer homology,2,1,2,1,Surgery exact triangles in involutive Heegaard Floer homology,Involutive bordered Floer homology
1711.08232,isopinecor,corollary,vague,fractional isoperimetric inequality on minimal boundaries,A gradient estimate for nonlocal minimal graphs,,1,,1,Asymptotic of the Discrete Volume-Preserving Fractional Mean Curvature Flow via ,A gradient estimate for nonlocal minimal graphs
1801.06308,lem:cofib,lem,precise,"A cofibration sequence of Burnside functors realizes to a cofibration sequence of spaces, and any natural transformation induces a map between realizations.",An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1801.06308,prop:reduced-unified,prop,precise,"The reduced unified Khovanov spectrum is a well-defined pointed-link invariant, its cellular cochains recover the reduced unified Khovanov complex, and it sits in a cofibration sequence.",An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1801.06308,lem:cofib,lem,vague,realizing Burnside functors as spaces,An odd Khovanov homotopy type,3,10,4,10,Localization in Khovanov homology,Homological algebra for the representation Green functor for abelian groups
1801.06308,thm:odd-functor-invariant,thm,precise,"The shifted odd Khovanov Burnside functor has an equivariant equivalence class independent of all construction choices, so it defines a link invariant.",An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1801.06308,thm:cobordism-maps,thm,vague,Steenrod operations on Khovanov cobordism maps,An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1802.05066,goodtestfunctions,prop,precise,"For weight w, positivity of certain test-function quadratic forms on archimedean representation rings is equivalent to the bound r less than r(w), and fails beyond it.",An automorphic generalization of the Hermite-Minkowski theorem,,1,,1,Weighted inequalities of bilinear rough singular integrals,An automorphic generalization of the Hermite-Minkowski theorem
1801.06308,thm:odd-functor-invariant,thm,vague,odd Khovanov Burnside functor invariance,An odd Khovanov homotopy type,1,1,4,5,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1711.08232,poinineprop,proposition,vague,fractional Poincare inequality on rough hypersurfaces,A gradient estimate for nonlocal minimal graphs,,,,,A high-order nodal discontinuous Galerkin method for nonlinear fractional Schröd,Existence results for Cahn-Hilliard-type systems driven by nonlocal integrodiffe
1802.05066,goodtestfunctions,prop,vague,archimedean quadratic forms and automorphic finiteness,An automorphic generalization of the Hermite-Minkowski theorem,3,,,,Spectral Multiplicity for Maaß Newforms of Non-Squarefree Level,Self-equivalences of $(n-1)$-connected $2n$-manifolds
1802.05066,propmainthm,prop,precise,"When the archimedean parameter r_E is below r(w), positive definite local quadratic forms control algebraic cuspidal automorphic representations by the logarithm of their Rankin-Selberg conductor.",An automorphic generalization of the Hermite-Minkowski theorem,1,1,1,1,An automorphic generalization of the Hermite-Minkowski theorem,An automorphic generalization of the Hermite-Minkowski theorem
1711.08232,isopinecor,corollary,precise,"Any finite-measure subset of Sigma satisfies a fractional isoperimetric inequality bounding its measure by its nonlocal perimeter, including reduced boundaries of alpha-perimeter minimizers.",A gradient estimate for nonlocal minimal graphs,1,1,1,1,A gradient estimate for nonlocal minimal graphs,A gradient estimate for nonlocal minimal graphs
1802.05066,corthsansgrh,cor,precise,"For the specific test function e^{-t/2}/cosh(t/2), the relevant quadratic form is positive definite exactly in dimensions n up to 23.",An automorphic generalization of the Hermite-Minkowski theorem,1,1,1,1,An automorphic generalization of the Hermite-Minkowski theorem,An automorphic generalization of the Hermite-Minkowski theorem
1802.05066,propmainthm,prop,vague,bounding automorphic representations by archimedean quadratic forms,An automorphic generalization of the Hermite-Minkowski theorem,,2,,2,"Sup-norms of eigenfunctions in the level aspect for compact arithmetic surfaces,",Generalized Ramanujan conjecture over general imaginary quadratic fields
1802.05066,calctnSANSGRH,cor,precise,"For this special test function, the associated extremal constant and vector have strong rationality properties, with even n allowing only rational and log 2 terms.",An automorphic generalization of the Hermite-Minkowski theorem,,,,,"An Extension of the Bianchi-Egnell Stability Estimate to Bakry, Gentil, and Ledo",Die Winkelderivierte und das Poisson-Stieltjes-Integral
1802.05066,calctnSANSGRH,cor,vague,rationality properties of automorphic extremal vectors,An automorphic generalization of the Hermite-Minkowski theorem,,,,,Height zeta functions of equivariant compactifications of the Heisenberg group,Level 0 monomial crystals
1801.06308,prop:reduced-unified,prop,vague,reduced unified Khovanov spectrum invariant,An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1801.06308,thm:cobordism-maps,thm,precise,Khovanov cobordism maps over mod 2 are compatible with the free-product Steenrod action coming from the even and odd Khovanov homotopy types.,An odd Khovanov homotopy type,1,1,1,1,An odd Khovanov homotopy type,An odd Khovanov homotopy type
1802.07049,bns convex,lem,precise,"For any subset S of cohomology, the completed invariant attached to S depends only on the convex hull of S.",The Bieri-Neumann-Strebel invariants via Newton polytopes,,,,,Integrality of Subgradients and Biconjugates of Integrally Convex Functions,Measure-theoretic foundations of statistical mechanics
1802.07049,funke,prop,vague,detecting single Newton polytopes by one-dimensional projections,The Bieri-Neumann-Strebel invariants via Newton polytopes,,,,,Higher order polars of quasi-ordinary singularities,Computing tropical points and tropical links
1802.07049,bns convex,lem,vague,convex hull dependence in BNS-type invariants,The Bieri-Neumann-Strebel invariants via Newton polytopes,,,,,A basis of $\R ^n$ with good isometric properties and some applications to dense,Geometric structures related to the braided Thompson groups
1802.07049,l2 acyclic via D,prop,precise,"For a torsion-free group satisfying the Atiyah conjecture, the nth L2-homology dimension over the group von Neumann algebra equals the dimension over the division closure.",The Bieri-Neumann-Strebel invariants via Newton polytopes,1,2,1,2,The Bieri-Neumann-Strebel invariants via Newton polytopes,Residually finite rationally solvable groups and virtual fibring
1802.07049,P is hom,lem,vague,Newton polytope multiplicativity in group rings,The Bieri-Neumann-Strebel invariants via Newton polytopes,,1,,3,Two-generator one-relator groups and marked polytopes,The Bieri-Neumann-Strebel invariants via Newton polytopes
1802.07049,l2 acyclic via D,prop,vague,Atiyah conjecture L2 homology dimension equality,The Bieri-Neumann-Strebel invariants via Newton polytopes,1,2,1,2,The Bieri-Neumann-Strebel invariants via Newton polytopes,The Atiyah conjecture and $L^2$-cohomology computations
1802.05066,corthsansgrh,cor,vague,positivity range of a special automorphic quadratic form,An automorphic generalization of the Hermite-Minkowski theorem,,1,,1,Integral presentations of the shifted convolution problem and subconvexity estim,An automorphic generalization of the Hermite-Minkowski theorem
1805.00030,pp:ass,proposition,precise,"Under the triviality condition, the cluster braid group at any cluster equals the fundamental group of the cluster exchange groupoid based there.",Cluster exchange groupoids and framed quadratic differentials,,1,,5,The kernel of the Goldberg homomorphism is not finitely generated,Cluster exchange groupoids and framed quadratic differentials
1805.00030,thm:45,theorem,vague,exchange graphs of decorated triangulations fundamental group,Cluster exchange groupoids and framed quadratic differentials,1,1,1,1,Cluster exchange groupoids and framed quadratic differentials,Cluster exchange groupoids and framed quadratic differentials
1802.07049,funke,prop,precise,"When H has rank at least two, an element P is a single polytope exactly when every nonzero one-dimensional specialization is a single polytope.",The Bieri-Neumann-Strebel invariants via Newton polytopes,1,2,1,,The Bieri-Neumann-Strebel invariants via Newton polytopes,Regular polytopes of nearly full rank
1805.00030,pp:ass,proposition,vague,cluster braid group versus exchange groupoid,Cluster exchange groupoids and framed quadratic differentials,2,1,,,"Ideal webs, moduli spaces of local systems, and 3d Calabi-Yau categories",Cluster exchange groupoids and framed quadratic differentials
1805.00030,cor:s.c.,corollary,precise,"The moduli space of framed quadratic differentials splits into connected components indexed by SBr modulo BT, each isomorphic to a fixed framed stratum and simply connected.",Cluster exchange groupoids and framed quadratic differentials,1,1,1,1,Cluster exchange groupoids and framed quadratic differentials,Cluster exchange groupoids and framed quadratic differentials
1805.00030,lem:Krammer,lemma,vague,coverings of cluster exchange graphs,Cluster exchange groupoids and framed quadratic differentials,,,,,Lagrangian fillings for Legendrian links of affine type,Cluster algebras. IV. Coefficients
1805.00030,lem:Krammer,lemma,precise,The forgetful map from decorated to undecorated exchange graphs induces a Galois covering of exchange groupoids whose deck group is the kernel of the framing map.,Cluster exchange groupoids and framed quadratic differentials,2,1,2,1,Moduli spaces of quadratic differentials: Abel-Jacobi map and deformation,Cluster exchange groupoids and framed quadratic differentials
1802.07049,P is hom,lem,precise,"For nonzero p and q in K H, the Newton polytope of pq equals the Minkowski sum of the polytopes of p and q.",The Bieri-Neumann-Strebel invariants via Newton polytopes,,4,,4,Alexander and Thurston norms of graph links,Signs of the leading coefficients of the resultant
1805.09709,Punique,prop,vague,uniqueness of shortest N-paths between rational numbers,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,1,,1,,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,Convergence groups are Fuchsian groups
1805.09709,Pdiskoidequivalence,prop,precise,"Diskoids over K inside the closed unit disk are in bijection with inductive valuations on K[x], via the map sending each diskoid to its valuation.",Explicit resolution of weak wild quotient singularities on arithmetic surfaces,1,1,1,1,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,Explicit resolution of weak wild quotient singularities on arithmetic surfaces
1805.00030,thm:45,theorem,precise,"The fundamental group of the exchange graph of decorated triangulations is generated by square, pentagon, and hexagon loops, making the cluster exchange groupoid simply connected.",Cluster exchange groupoids and framed quadratic differentials,1,1,1,1,Cluster exchange groupoids and framed quadratic differentials,Cluster exchange groupoids and framed quadratic differentials
1805.09709,Pdiskoidequivalence,prop,vague,inductive valuations and diskoids over K,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,1,1,1,1,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,Explicit resolution of weak wild quotient singularities on arithmetic surfaces
1805.09709,LinB0,lem,precise,"After a suitable change of the coordinate T, the given representation can be assumed to have image inside B0.",Explicit resolution of weak wild quotient singularities on arithmetic surfaces,,1,,1,Holomorphic endomorphisms of P^3(C) related to a Lie algebra of type A_3 and cat,Explicit resolution of weak wild quotient singularities on arithmetic surfaces
1805.09709,Lcrossingsingularity,lem,vague,singularity criterion for intersecting components of models,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,,1,,1,Geometric Shifts and Positroid Varieties,Explicit resolution of weak wild quotient singularities on arithmetic surfaces
1805.09709,Lcrossingsingularity,lem,precise,"The intersection point of the two special-fiber components is singular exactly when the final valuation gap lambda_n' minus lambda_n exceeds N divided by lcm(N,c)lcm(N,c').",Explicit resolution of weak wild quotient singularities on arithmetic surfaces,1,1,1,1,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,Explicit resolution of weak wild quotient singularities on arithmetic surfaces
1805.00030,cor:s.c.,corollary,vague,framed quadratic differentials connected components,Cluster exchange groupoids and framed quadratic differentials,1,1,1,2,Cluster exchange groupoids and framed quadratic differentials,Cluster exchange groupoids and framed quadratic differentials
1807.00276,lemma: balayage,lemma,precise,"A theta-plurisubharmonic function can be modified on a small ample ball to dominate the original, agree outside the ball, keep controlled supremum, and have zero Monge-Ampere mass there.",Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,3,1,3,1,Supports of Weighted Equilibrium Measures and Examples,Log-concavity of volume and complex Monge-Ampère equations with prescribed singu
1807.00276,prop: capi formula compact,prop,vague,capacity and equilibrium potentials in pluripotential theory,Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,2,,2,,On algebraic integers all conjugates of which belong to a given compact subset o,A Primer on the Dirichlet Space
1805.09709,Punique,prop,precise,"For rational numbers 0 <= a < a' and an integer N, the shortest N-path joining a to a' is unique.",Explicit resolution of weak wild quotient singularities on arithmetic surfaces,1,,1,,Explicit resolution of weak wild quotient singularities on arithmetic surfaces,"Contributions to the Theory of Nonlinear Oscillations, Volume IV"
1807.00276,thm: Schauder,theorem,precise,Every continuous self-map of a nonempty compact convex subset of a Banach space has a fixed point.,Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,,,,,Existence of fixed points for condensing operators under an integral condition,Non-generic blow-up solutions for the critical focusing NLS in 1-D
1807.00276,lemma: balayage,lemma,vague,local modification of theta-psh functions,Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,,2,,2,Comparison principles for viscosity solutions of elliptic branches of fully nonl,A variational approach to complex Monge-Ampère equations
1807.00276,lem: relative extremal contact set,lemma,precise,"For a Borel set E, the Monge-Ampere measure of the extremal envelope h star vanishes where the envelope is negative outside the closure of E.",Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,2,9,2,9,Generalized Monge-Ampère capacities,Generalized Monge-Ampère capacities
1807.00276,lem: relative extremal contact set,lemma,vague,extremal envelopes and Monge-Ampere vanishing,Log-concavity of volume and complex Monge-Ampère equations with prescribed singularity,,,,,Generalized Monge-Ampère capacities,Regularity of weak solutions to the Monge-Ampère equation
1807.04373,lemma:core-angles,lemma,precise,Any Voronoi core on a spherical surface contains conical points whose total angle exceeds four pi over three.,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,1,,,Complex surfaces with CAT(0) metrics,Spherical surfaces with conical points: systole inequality and moduli spaces wit
1807.04373,lemma:core-angles,lemma,vague,Voronoi cores on spherical cone surfaces,Spherical surfaces with conical points: systole inequality and moduli spaces with many connected components,,1,,,Moduli of spherical tori with one conical point,Spherical surfaces with conical points: systole inequality and moduli spaces wit
