"i","informal_sid","formal_sid","informal_ref","informal_paper","formal_decl_name","primary_label","primary_reason","secondary_label","secondary_reason"
"93","7f3074b7-e698-4062-a291-69790587fe1f","3f8331a5-af75-480f-a378-1c9eb2868187","12.43","teorth/pfr","mutual_of_W_Z_two_le","wrong","The informal statement refers to specific random variables W and Z_2 with a bound involving parameters m and k, but the formal declaration uses different notation (sums of Y(i,j) and their twisted versions) with a bound involving D[X; hΩ] instead of k, indicating these are different theorems despite similar structure.","wrong","The informal statement claims I[W : Z_2] ≤ 2(m-1)k, but the formal declaration has I[W : Z_2] ≤ 2(m-1)D[X], where D[X] is the total dependence of the original variables, not k as stated in the informal statement."
"94","9de4aca6-5a74-4cff-a37a-a79557a8977d","0c1534fe-0a69-4300-8c11-9eca25cf9ce8","7.4.6","fpvandoorn/carleson","TileStructure.Forest.correlation_near_tree_parts","ambiguous","primary_err: bedrock failed after 4 retries: Invalid \escape: line 1 column 212 (char 211)","partial","The formal declaration captures the essential structure of bounding a correlation integral by a product of L2 norms, but differs in key details: the formal version uses adjointBoundaryOperator (S_{2,u_j}) applied to both functions and restricts to 𝓘 u₁, whereas the informal statement applies S_{2,u_j} only to g_j and restricts to 𝓘(u₁), and the formal version's constant C7_4_6 is not explicitly shown to have the exponential dependence on a, Z, n, κ stated informally."
"95","860e8bc7-2fd1-4c9d-b861-3b4bcba93184","6befbde3-0386-4382-b79f-9ed3b5a845fa","2.7.4","RemyDegenne/brownian-motion","BoundedVariationOn","correct","The formal declaration correctly captures that a function has bounded variation on a set when its variation (as defined in the extended metric space) is finite, matching the informal statement that variation V_f(s) must be finite.","correct","The formal declaration BoundedVariationOn defines a predicate on a function f : α → E and a set s that captures the informal notion of bounded variation on a set, where the variation (total distance traveled) is finite, implemented via the extended metric space structure."
"96","e9b02460-5664-486a-9676-572c76af280b","da4b6a25-dd67-407b-97c5-f216cb778ec1","22","kbuzzard/ClassFieldTheory","groupCohomology.TateCohomology.preservesFiniteColimits_tateComplexFunctor","wrong","The informal statement is about the existence of a long exact sequence in Tate cohomology arising from a short exact sequence of representations, while the formal declaration states that the Tate complex functor preserves finite colimits, which is a different categorical property.","wrong","The informal statement is about the long exact sequence in Tate cohomology arising from short exact sequences of representations, while the formal declaration is about the tateComplexFunctor preserving finite colimits—these are related but distinct results, and the formal declaration does not directly formalize the informal statement about connecting homomorphisms and the long exact sequence."
"97","8405ac3e-6192-4a23-93ef-d987e322de17","5a52863a-be11-459a-8ed3-a328d5c45235","10.2.5","fpvandoorn/carleson","tsum_czRemainder'","wrong","The informal statement describes the full Calderón-Zygmund decomposition theorem with properties of g, b_j, and various integral bounds, while the formal declaration only states that the infinite sum of czRemainder' equals czRemainder, which is a technical lemma about one component of the decomposition rather than the main theorem.","wrong","The formal declaration is about a specific technical lemma (tsum_czRemainder') that relates a sum of remainder functions to a total remainder, whereas the informal statement describes the main Calderon-Zygmund decomposition theorem that splits a function f into a well-behaved part g and localized mean-zero parts b_j with specific properties."
"98","42e7dfd0-53ac-465b-b7e4-7bdde9c40950","5f2b7144-af4f-4746-94a2-e291df8000e6","1.4.4","RemyDegenne/brownian-motion","Matrix.gram","correct","The formal declaration defines the Gram matrix as a function from vectors indexed by type n to a matrix in n × n with entries in the scalar field 𝕜, which faithfully captures the informal definition of a Gram matrix with entries G_{ij} = ⟨v_i, v_j⟩.","partial","The formal declaration generalizes beyond the informal statement by allowing arbitrary indexing type `n` instead of requiring finite lists, and uses the more general `Inner` typeclass instead of restricting to inner product spaces with the standard inner product structure."
"99","7da7eb7a-9c93-487d-9676-37cfe957c25a","278ed163-5c0b-4e62-acf9-74cd96551b61","1.6.8","RemyDegenne/brownian-motion","ProbabilityTheory.continuous_brownian","wrong","The formal declaration states that for any path ω, the Brownian motion function is continuous, but the informal statement says that *almost every* path is continuous (an almost-sure property), which is a weaker probabilistic statement that should involve a measure-theoretic condition rather than a universal quantification over all ω.","wrong","The formal declaration states continuity for an arbitrary path ω without quantifying over almost every path, whereas the informal statement and formal slogan both emphasize that this holds for almost every path (a.e.), which is a crucial probabilistic qualification missing from the signature."
"100","8a804bb9-b09f-4306-8323-74d986bd45c9","4892417b-7d5a-4ced-91f9-658ec4f6ac05","4.1.3","YaelDillies/toric","bialgSpec","correct","The formal declaration correctly defines a contravariant functor (via the opposite category) from R-bialgebras to monoid objects in schemes over Spec R, which faithfully captures the informal statement's description of Spec as a contravariant functor from R-bialgebras to monoid schemes over Spec R.","correct","The formal declaration correctly captures that bialgSpec is a contravariant functor (via the opposite category notation ᵒᵖ) from R-bialgebras to monoid objects in schemes over Spec R, which faithfully formalizes the informal statement about Spec being a contravariant functor from R-bialgebras to monoid schemes over Spec_R."
"101","b79912ed-174e-4ed1-99ad-e334f5ef8887","8a6ba36b-3257-45a7-ac82-3715d7022b96","4.4","teorth/pfr","isUniform_sub_const_of_rdist_eq_zero","correct","The formal declaration faithfully captures the informal statement: it states that when X has zero self-distance (d[X # X] = 0) and x₀ has positive probability (volume of preimage ≠ 0), then X - x₀ is uniformly distributed on the symmetry group of X.","partial","The formal declaration requires `Finite G` and `MeasurableSingletonClass G` which are not mentioned in the informal statement, and uses `symmGroup X hX` (a subgroup) rather than `Sym[X]` (which may have different semantics), making it more restrictive in scope than the informal version."
"102","6cafdf9c-33b3-4b62-a8de-863237506355","bab566fd-eaf8-4018-b926-74f7c323dca3","2.1.3","fpvandoorn/carleson","enorm_Ks_sub_Ks_le","correct","The formal Lean declaration faithfully captures the third inequality from the informal statement, expressing that the difference |K_s(x,y) - K_s(x,y')| is bounded by a constant divided by the volume of a ball centered at x with radius D^s, multiplied by the ratio (ρ(y,y')/D^s)^(1/a), with the constant D2_1_3 corresponding to 2^{127a^3} mentioned in the informal statement.","partial","The formal declaration correctly captures the third inequality (difference bound) from the informal statement but omits the first two inequalities (distance bounds and absolute value bound), making it a partial formalization of the complete reference 2.1.3."
"103","9f0cd73a-f23d-4a55-82ef-223d7eaf9144","68b74f1a-9c41-4bb6-912f-f1fd909bf3b6","2.3.38","RemyDegenne/brownian-motion","ProbabilityTheory.classD_of_uniformIntegrable_bounded_stoppingTime","correct","The formal declaration faithfully captures the informal statement: it states that a progressively measurable process X is of class D when the collection of stopped values at bounded stopping times (represented by the uniform integrability condition on stoppedValue X ↑T for all bounded stopping times T) is uniformly integrable.","partial","The formal declaration quantifies over bounded stopping times via `↑T` (coercion from a subtype), while the informal statement explicitly describes bounded stopping times as those with `∃ t, ∀ ω, τ(ω) ≤ t`, which are subtly different formulations of the same concept but with different generality assumptions about the index type structure."
"104","dc22d73a-aa46-4987-8306-5aaf11c0fc9a","fdaa8e5a-cf37-4055-b38a-7d6153e1e51f","11.7.9","fpvandoorn/carleson","frequency_ball_doubling","wrong","The informal statement requires the condition that x₁ is in the ball of radius 2R around x₂ (i.e., |x₁ - x₂| ≤ 2R), but the formal Lean declaration has no such constraint on the relationship between x₁ and x₂.","wrong","The formal declaration is missing the crucial hypothesis that x₁ ∈ B(x₂, 2*r), which is essential to the informal statement and appears to be required for the theorem to hold."
"105","2a479060-78bb-4680-8f05-51be21d515f7","0a658478-9647-48e4-9e81-21da5bb3cfbc","7.4.3","fpvandoorn/carleson","TileStructure.Forest.adjoint_tree_control","wrong","The informal statement is about the operator S_{2,u} applied to g, but the formal declaration is about the adjointBoundaryOperator applied to f, which are different operators (S_{2,u} is not the same as the adjoint boundary operator).","partial","The formal declaration generalizes the informal statement by working with an arbitrary adjoint boundary operator on a forest of tiles rather than the specific S_{2,u} operator, and uses a constant C7_4_3(a) instead of the explicit bound 2^{182a^3}, making it a more abstract version of the same underlying result."
"106","e8fb79e5-21d7-4869-ab8c-9c98229526db","2ad132c9-501d-4437-aa7e-1d7cbb76eb13","11.3","teorth/pfr","app_ent_PFR","partial","The formal declaration generalizes from G=F_2^n to any AddCommGroup with Module (ZMod 2) structure, and the inequality direction in the hypothesis is reversed (< instead of >) compared to the informal statement's condition on entropy sum versus distance.","partial","The formal declaration generalizes from F_2^n to arbitrary finite abelian groups with a ZMod 2 module structure, and the hypothesis inequality is reversed (20*d[X;Y] < α*(H[X]+H[Y]) vs. H[X]+H[Y] > (20/α)*d[X;Y]), which are mathematically equivalent but the formal version doesn't explicitly require H to be nontrivial as stated in the informal version."
"107","8d08b903-976e-48d8-8135-746fea681fd2","ccaf1c7e-5d4d-40a8-9812-d99280558c56","11","kbuzzard/ClassFieldTheory","groupHomology.map","wrong","The informal statement describes the definition of the chain complex C_n(G,M) and homology groups H_n(G,M), while the formal declaration is about a map between group homology modules induced by a group homomorphism, which is a different concept (functoriality rather than the basic definition).","wrong","The formal declaration describes a map between homology groups induced by a group homomorphism (functoriality), whereas the informal statement defines the chain complex and homology groups themselves as fundamental objects, not maps between them."
"108","c34e78db-0471-4154-855f-7d428abc6cc2","b32e117e-56b8-4245-8e58-21e1903a7c77","2.3.14","YaelDillies/toric","GroupLike.instCommGroup","partial","The formal declaration proves that group-like elements form a commutative group (CommGroup), which is stronger than the informal statement that only claims they form a group, though the informal statement does not explicitly exclude commutativity.","partial","The formal declaration proves group-like elements form a commutative group in a Hopf algebra over a commutative semiring, while the informal statement only claims they form a group (not necessarily commutative) and also mentions the weaker result that they form a monoid in a general bialgebra, which is not formalized here."
"109","171654d5-a887-42a5-a7fb-6e7c6e8c55db","9b2b9fe8-7e28-49c2-bb43-e6dbfa9ef601","1.5.59","RemyDegenne/brownian-motion","ProbabilityTheory.lintegral_sup_rpow_edist_le_sum","correct","The formal Lean declaration faithfully captures the informal statement's bound on the expected supremum of p-th powers of distances in terms of the Kolmogorov constant M, cover cardinalities, and epsilon values raised to appropriate powers, with the chaining sequence construction matching the informal notation $X_{ar{t}_m}$.","partial","The formal declaration uses a chaining sequence construction (chainingSequence) and sums over a range with adjusted indices, whereas the informal statement uses a simpler notation with a direct sum from m to k-1 over covers C_j, representing a different (though equivalent) formulation of the same bound that requires careful index translation to verify equivalence."
"110","68a4c1b8-ee7c-4d21-b7ef-04f4da521289","a4486b51-0e07-44f8-bec4-846f8478470c","12.27","teorth/pfr","sub_multiDistance_le","correct","The formal Lean declaration faithfully captures the informal statement: it states that for a tau-minimizer X with multiDistance k (represented as D[X; hΩ]), the difference k - D[X'; hΩ'] is bounded by η times the sum of individual Ruzsa distances d[X i # X' i], which matches the informal inequality exactly.","ambiguous","secondary_err: bedrock failed after 4 retries: Expecting ',' delimiter: line 1 column 415 (char 414)"
"111","cf8a3b47-4e20-4281-9595-656b985bb311","96e6ed68-6955-4c18-92ec-94a116f60c7f","9.45","ImperialCollegeLondon/FLT","NumberField.InfiniteAdeleRing.baseChangeAlgEquiv","correct","The formal declaration establishes an L-algebra isomorphism between the tensor product L ⊗_K K_∞ and L_∞, which precisely matches the informal statement's claim of a natural L-algebra isomorphism L ⊗_K K_∞ ≅_L L_∞.","correct","The formal declaration correctly formalizes the informal statement: it declares an L-algebra isomorphism (≃ₐ[L]) between the tensor product L ⊗_K K_∞ and L_∞, where K_∞ and L_∞ are the infinite adele rings of K and L respectively."
"112","9fe35d3c-7927-42fe-8b0f-3e708291de36","0abd794e-c17e-4734-959d-7beaea379c0e","2.7.13","RemyDegenne/brownian-motion","ProbabilityTheory.IsSquareIntegrable.eLpNorm_mono","wrong","The informal statement claims this is for martingales, but the formal declaration only assumes `IsSquareIntegrable` without any martingale condition, making it a different (and likely incorrect) theorem.","ambiguous","secondary_err: bedrock failed after 4 retries: Expecting ',' delimiter: line 1 column 384 (char 383)"
"113","354ac3e7-1013-4955-9bf5-bb501aa10516","2498e951-acab-4bb9-bfc8-09c1323c7f3d","4.1.6","YaelDillies/toric","hopfSpec","correct","The formal declaration `hopfSpec` is a contravariant functor (indicated by the `ᵒᵖ` for opposite category) from commutative Hopf algebras over R to group objects over Spec R, which precisely matches the informal statement that Spec is a contravariant functor from R-Hopf algebras to group schemes over Spec R.","correct","The formal declaration correctly specifies a contravariant functor (via the opposite category notation ᵒᵖ) from R-Hopf algebras to group schemes over Spec R, which faithfully formalizes the informal statement."
"114","8a5db73b-78f3-464b-9970-bd52cc4bda05","230ac0c3-22a2-44dd-bb8d-04e225fbc242","12.8","teorth/pfr","kvm_ineq_III","partial","The formal statement generalizes the informal one by using an arbitrary index set I with distinguished indices i₀, i₁ and a finset s, rather than the specific case of X, Y₁, ..., Yₙ with natural number indexing, though both express the same mathematical inequality.","partial","The formal declaration generalizes the informal statement by allowing an arbitrary index set I with a distinguished element i₀ and a finset s of other indices, rather than the specific case of X and Y₁,...,Yₙ, and uses a different (but equivalent) formulation of the sum structure that is more general but slightly shifts the presentation of the inequality."
"115","936e06f9-4955-43a7-8067-549ea5b91d62","f3b4c9d9-b67d-4ece-8263-625f6c35c9b6","5.3.7","fpvandoorn/carleson","ordConnected_C2","correct","The formal declaration states that ℭ₂ k n j is order-connected (OrdConnected), which is the Lean formalization of the informal statement that the collection C2(k,n,j) is convex in the context of ordered sets, matching the blueprint's claim.","partial","The formal declaration proves `OrdConnected` (order-connectedness) rather than convexity, which are related but distinct properties in ordered structures; while order-connectedness is a reasonable formalization of convexity in this context, the formal statement requires additional typeclass assumptions (MetricSpace, ProofData, TileStructure) that are not mentioned in the informal statement's scope."
"116","8405ac3e-6192-4a23-93ef-d987e322de17","555bdfeb-7815-4cc7-8afe-f635ee91cd9f","10.2.5","fpvandoorn/carleson","enorm_czApproximation_le_infinite","partial","The formal declaration proves only one specific property (the bound on g(x)) from the informal statement's comprehensive Calderón-Zygmund decomposition theorem, which includes multiple components (the decomposition f = g + Σb_j, support conditions, mean-zero properties, and several integral bounds).","wrong","The formal declaration only formalizes a single bound on the approximation function g (czApproximation), whereas the informal statement is a complete Calderón-Zygmund decomposition theorem that requires formalizing the existence of the entire decomposition f = g + Σb_j with all their properties (support, mean-zero, measure bounds, etc.)."
"117","0dd0582f-6172-43a0-91ae-c04d4b02fb1d","1efc8e96-b898-421a-b184-631667a85c0a","2.2.8","YaelDillies/toric","AddSubmonoid.closure_addIrreducible","correct","The formal declaration faithfully captures the informal statement by showing that in a finitely generated cancellative additive monoid with a single unit (zero), the closure of irreducible elements equals the entire monoid, which is the additive version of the multiplicative statement in the blueprint.","correct","The formal declaration correctly formalizes the informal statement: it asserts that in a finitely generated additive cancellative commutative monoid with a single unit (zero), the additive submonoid generated by irreducible elements equals the whole monoid, which is exactly what the informal statement claims about multiplicative monoids and their irreducible generators."
"118","fa59e736-19ed-4dca-95d1-cc5a594a2bfb","a687a77e-4103-48f0-b141-91cfddd3b6e2","6.33","thefundamentaltheor3m/Sphere-Packing-Lean","H₃_S_action","correct","The formal declaration states that H₃ under the S action equals -H₃, which exactly matches the informal statement's equation H_3 | S = -H_3.","partial","The formal declaration correctly formalizes one specific equation (H₃|S = -H₃) from the informal statement, but only addresses one of the six transformation equations listed, omitting the transformations for H₂ and H₄ under both S and T operations."
"119","d63b0ebb-0b0e-4cc6-83f1-e2e2f9363731","e02beaae-4530-451f-925b-b804500ee949","3.1.9","YaelDillies/toric","IsExposed","wrong","The informal statement describes faces of cones as intersections with halfspaces (a geometric concept specific to cones), while the formal declaration defines exposed sets via maximizers of continuous linear functionals (a more general convex analysis concept), which are different notions despite being related in convex geometry.","wrong","The formal declaration defines 'IsExposed' (maximizers of a linear functional) which is a different concept from 'face of a cone' (intersection with a halfspace); while related in convex geometry, they are not the same definition, and the formal declaration lacks the cone structure and halfspace intersection characterization central to the informal statement."
"120","30aed679-2927-4fe2-ad79-67f3cca533e3","3b44d122-da6a-43dc-b691-0c2c6ca46a91","7","kbuzzard/ClassFieldTheory","groupCohomology.cochain_infl","partial","The formal declaration provides the natural transformation at the cochain level for a general surjective group homomorphism φ: G →* Q, while the informal statement specifically discusses the case where S is a normal subgroup of G and Q = G/S, making the formal version more general but not exactly matching the specific setup described in the blueprint.","partial","The formal declaration correctly captures the inflation map as a natural transformation between cochain functors, but uses a general surjective group homomorphism φ : G →* Q instead of the specific case where Q = G/S is the quotient by a normal subgroup, and works with abstract representations rather than explicitly with S-invariant parts of M."
"121","872dbfb0-e308-45f4-9c8e-b054c43767ce","f6582700-29c2-4d83-b3e8-f1551f0f826f","36","kbuzzard/ClassFieldTheory","Rep.dimensionShift.δ_up_isIso","wrong","The formal declaration states that the connecting map δ from H^(n+1)(G, up(M)) to H^(n+2)(G, M) is an isomorphism, but the informal statement says the connecting map from H^n(S, up(M)) to H^(n+1)(S, M) is an isomorphism, which is a different indexing (off by one) and uses subgroup S instead of G.","wrong","The formal declaration concerns cohomology of G itself (not a subgroup S), uses consecutive indices (n+1, n+2) rather than the stated (n, n+1), and does not express the naturality/functoriality requirement or the surjectivity for n=0 mentioned in the informal statement."
"122","c5e608ae-cf24-498d-ace9-3daf025cbed8","94b95d7f-b518-442c-867e-d74e26a8d077","1.22","YaelDillies/gibbs-measure","Specification.IsProper.isssd","correct","The formal declaration proves that the ISSSD specification with parameter ν is a proper specification, which directly matches the informal statement that ISSSD(ν) is a proper specification.","correct","The formal declaration directly states that `Specification.isssd ν` satisfies `IsProper`, which faithfully formalizes the informal claim that ISSSDs are proper specifications for a given parameter ν."
"123","442e0788-f1ae-46d5-93d7-d2a9b036925f","f5c34e9a-635f-4328-8585-cff8e7ab291b","8.9","ImperialCollegeLondon/FLT","FixedPoints.toAlgAut_surjective","wrong","The formal declaration's slogan describes something about fixed points of automorphisms mapping to elements, which is unrelated to the informal statement's claim about surjectivity of the map H → Aut(F/F^H) from a finite group of field automorphisms to the automorphism group of the fixed field.","correct","The formal declaration name and slogan both refer to surjectivity of a map from a group acting on a field to automorphisms of the fixed field, which faithfully captures the informal statement that the map H → Aut(F/F^H) is surjective."
"124","1d5b614b-86ff-484f-b7aa-9a8ee1ad1056","f9f21214-66ad-407f-845b-8ab001fa3dc7","1.5.63","RemyDegenne/brownian-motion","ProbabilityTheory.lintegral_sup_rpow_edist_le_sum_of_le_one","correct","The formal declaration faithfully captures the informal statement's bound on the expected value of the supremum of p-th powers of distances in terms of a sum over cover sizes and epsilon values raised to power q, with the key conditions p ≤ 1, m ≤ k, and the Kolmogorov process property all present.","partial","The formal declaration generalizes the informal statement by working over an arbitrary set J (the index set) with finite covers C_n as finsets, uses a chaining sequence construction, and employs lintegral (lower integral) rather than expectation, which are reasonable formalizations, but the informal statement's notation (C_k, ε_j, d_E) and the specific form of the bound differ slightly in presentation and the formal version uses a more general framework than the informal statement explicitly describes."
"125","c024eb12-47ec-4e88-aa3a-7f09e3e0b720","1b359829-face-4e3d-b4f6-17ed9bfbe621","2.1","YaelDillies/chandra-furst-lipton","NOF.Protocol","correct","The formal declaration defines the type NOF.Protocol with parameters G (a group type) and d (number of players), which matches the informal statement's description of a NOF protocol structure with maps over [d] and G^{d-1}, though the formal signature shows only the type declaration while the informal shows the constituent maps (strat and guess) that would be fields of this structure.","wrong","The formal declaration is just a type constructor signature without showing the actual structure of the Protocol (the strat and guess functions), whereas the informal statement explicitly defines NOF.Protocol as consisting of two specific maps with their domains and codomains."
"126","97c51f05-7b70-4b74-899f-ab03ce6e7b47","a21a2f1b-62ad-4db3-9818-3b21ada62358","2.6.15","RemyDegenne/brownian-motion","MeasureTheory.predictablePart_add_one","correct","The formal Lean declaration precisely captures the informal statement that A_{n+1} = A_n + E[X_{n+1} - X_n | F_n], where A is the predictable part, with appropriate generalization to normed spaces.","correct","The formal declaration faithfully formalizes the informal statement: it expresses that the predictable part A at step n+1 equals the predictable part at step n plus the conditional expectation of the increment X(n+1) - X(n) given the filtration at step n, exactly as stated in the LaTeX body, with appropriate generalization to normed spaces over ℝ."
"127","07a587ec-0f20-4094-97f1-9aefc074641d","57eaff08-6726-4ad6-91fb-ad9c4ade93f4","6.6","thefundamentaltheor3m/Sphere-Packing-Lean","Γ2_generate","wrong","The formal statement asserts that the top element equals the closure of {α, β, negI}, but the informal statement says Γ(2) equals the group generated by these elements; the formal statement doesn't explicitly mention Γ(2) or establish that ⊤ refers to Γ(2) in the appropriate context.","correct","The formal declaration ⊤ = Subgroup.closure {α, β, negI} correctly formalizes that Γ(2) is generated by α, β, and -I, where ⊤ represents the full group and Subgroup.closure represents the subgroup generated by the given set."
"128","8405ac3e-6192-4a23-93ef-d987e322de17","2ce659a9-e850-4646-809b-31ffd789756a","10.2.5","fpvandoorn/carleson","tsum_volume_czBall3_le","correct","The formal declaration faithfully captures equation (7) from the informal statement, expressing that the sum of measures of the balls B_{3,j} is bounded by (2^{6a}/α) times the L¹ norm of f, with appropriate type-theoretic generalizations for the Lean formalization.","partial","The formal declaration captures only one inequality from the informal statement (the bound on total measure of balls), omitting the other key properties like the decomposition f = g + Σb_j, bounds on g, mean-zero property of b_j, and the bound on Σ∫|b_j|, making it a partial formalization of a more comprehensive theorem."
"129","377e4fbd-0aec-4c94-90f2-8a8a053d6635","2b787080-1c88-4421-b8ed-2deea4af9eb6","7.5.2","fpvandoorn/carleson","TileStructure.Forest.χ_le_indicator","partial","The formal declaration only captures the second inequality (χ_J(y) ≤ 1_{B(J)}(y)) from the informal statement, while the informal statement also includes the partition of unity property and the Lipschitz continuity bound, making this a partial formalization of a more comprehensive result.","partial","The formal declaration only captures the upper bound property (χ_J ≤ indicator of ball) for a single function at a specific point, whereas the informal statement requires a family of functions summing to 1, satisfying the bound for all J and all points, plus a Lipschitz continuity condition with an exponential factor."
"130","783552c5-22d4-4843-8004-c17f788cdcc5","c983cc9b-85d4-4fb5-a13c-4e582d999fb9","2.2.10","RemyDegenne/brownian-motion","isCompactSystem_isCompact","correct","The formal declaration correctly states that the collection of compact sets in a T2 (Hausdorff) topological space forms a compact system, which matches the informal statement's claim that compact sets of a T2 topological space form a compact system.","correct","The formal declaration faithfully formalizes the informal statement: it proves that the collection of all compact sets (represented as {s | IsCompact s}) in a T2 (Hausdorff) topological space forms a compact system (IsCompactSystem), which is exactly what the informal statement claims."
"131","505b7932-5d97-4eb2-bc32-0f0c3d9f24e8","65b81678-f690-4f02-8c65-4a3ee723b3c2","12.42","teorth/pfr","entropy_of_Z_two_le","correct","The formal declaration faithfully captures the informal statement's bound on H[Z_2] ≤ (8m²-16m+1)k + (1/m)∑H[X_i], where Z_2 is represented as the sum ∑ᵢ∑ⱼ j•Y(i,j), k is represented as D[X; hΩ] (the average Ruzsa distance), and the identically distributed condition is enforced through hident.","partial","The formal declaration generalizes the statement to arbitrary finite groups G and includes additional structure (multiRefPackage, measure spaces, independence conditions) not mentioned in the informal statement, making it more general in scope while the core inequality matches the intended formula."
"132","b2cf6c0e-7a75-4530-8fcd-23aae8f7fbcf","d21cfb2d-06f5-4521-ba4f-543f42235687","1.5.32","RemyDegenne/brownian-motion","PairReduction.logSizeRadius","correct","The formal declaration faithfully captures the informal definition: it defines the log-size radius as a natural number for a point t in a finite set V with parameters a and c (using extended non-negative reals), representing the smallest positive integer r such that the cardinality of points within distance r*c from t is at most a^r.","partial","The formal declaration uses PseudoEMetricSpace (weaker than metric space) and ENNReal (extended non-negative reals) instead of the informal statement's metric space with real numbers a > 1 and c > 0, which represents a generalization in typeclass strength but loses the explicit constraints on a and c that are part of the informal definition."
"133","e67af919-96a7-4df5-98fc-ea9dea8eddad","52358efd-8779-4c68-b01b-6b4c02450f4f","3.23","teorth/pfr","ent_bsg","correct","The formal Lean declaration faithfully captures the informal statement's inequality relating the expected statistical distance between conditional distributions of A and B given their sum Z=A+B to the mutual information and entropies, with the integral over the measure of A+B corresponding to the sum weighted by probabilities in the informal statement.","correct","The formal declaration faithfully captures the informal statement: it formalizes the sum over z of P[Z=z]·d[(A|Z=z);(B|Z=z)] as an integral with respect to the pushforward measure of A+B, and correctly states the inequality bound with the mutual information and entropy terms as specified."
"134","cf28c9c6-105d-4099-939e-de981b6660b9","5c740d58-d2a6-4e5f-9b62-ea56b3511d08","35","kbuzzard/ClassFieldTheory","Rep.coind₁'_ι","partial","The formal declaration only provides the natural transformation from the identity functor to coind₁', which is just the injective morphism part of the informal statement, but does not include the definition of up(M) as the cokernel, the short exact sequence, or the full functorial commutative diagram described in the informal statement.","partial","The formal declaration only captures the natural transformation/morphism component (Rep.coind₁'_ι as a functor morphism) but omits the definition of up(M) as the cokernel, the short exact sequence, and the functoriality of the entire construction including the induced maps on up(M)."
"135","15fce1bf-7f92-463b-9b63-7f16645f1d8b","71682213-dc4a-46fb-85cb-933859f42f30","1.5.11","RemyDegenne/brownian-motion","Metric.coveringNumber_subset_le","wrong","The informal statement claims that if B ⊆ A, then N^int_ε(B) ≤ N^int_{ε/2}(A), but the formal declaration states that if A ⊆ B, then N_ε(A) ≤ N_{ε/2}(B), which has the subset relationship reversed.","wrong","The informal statement has B ⊆ A (B is a subset of A) with the conclusion about internal covering numbers of B and A, but the formal declaration has A ⊆ B (reversed subset direction) with covering numbers of A and B (also reversed order in the conclusion)."
"136","841a6dec-ba91-4a48-9d40-52cf6c6cbce8","d98828f2-d422-42d6-9664-9bd7f727dd3f","3.2","teorth/pfr","ProbabilityTheory.condEntropy_sub_right","partial","The formal declaration only covers the subtraction case H[X - Y | Y] = H[X | Y] for additive groups, while the informal statement claims both addition and subtraction cases (X ± Y) and also includes the joint entropy equality H[X ± Y, Y] = H[X, Y], making this only a partial formalization of the full informal statement.","partial","The formal declaration only proves the subtraction case H[X - Y | Y] = H[X | Y], while the informal statement claims both addition and subtraction cases (X ± Y) and also includes the joint entropy result H[X ± Y, Y] = H[X, Y], making the formal declaration a proper subset of the informal claims."
"137","abbfd68c-2cbf-424a-8dbb-2a43c323cc99","712877f7-8f59-4374-b241-bef0814a6c08","5.5.4","fpvandoorn/carleson","antichain_L1","correct","The formal declaration correctly formalizes that 𝔏₁(k,n,j,l) is an antichain under the ordering relation, which matches the informal statement that 𝔏₁(k,n,j,l) is an antichain where no elements are comparable.","partial","The formal declaration only formalizes the antichain property for 𝔏₁, while the informal statement claims that BOTH 𝔏₁ and 𝔏₃ are antichains, making this a partial formalization of the complete theorem."
"138","50953fbe-a192-40b8-a848-67c1f86c846a","65a2ccfa-1633-4ee3-9f60-4cb46f9d6141","2.7","teorth/pfr","ProbabilityTheory.IsUniform.entropy_eq","correct","The formal declaration faithfully captures the informal statement that entropy of a uniformly distributed random variable equals the logarithm of the cardinality of its support set, with appropriate technical conditions (measurability, probability measure) made explicit.","partial","The formal declaration is faithful to the informal statement but adds extra assumptions (measurability of X and probability measure requirement) that are reasonable technical conditions but go beyond what the informal statement explicitly states, and uses natural logarithm (Real.log) rather than the unspecified 'log' in the informal statement."
"139","fa59e736-19ed-4dca-95d1-cc5a594a2bfb","24c04cd8-210c-427c-b2e9-091af94551f8","6.33","thefundamentaltheor3m/Sphere-Packing-Lean","H₃_T_action","correct","The formal declaration states that H₃ under the T action (with weight 2) equals H₄, which directly corresponds to the informal statement's equation H_3 | T = H_4.","wrong","The formal declaration states H₃_T_action : SlashAction.map 2 ModularGroup.T H₃ = H₄, but the informal statement specifies H₃ | T = H₄, which should mean H₃ transforms to H₄ under T (not that the slash action applied to H₃ equals H₄ directly); additionally, the formal declaration omits the sign negation present in the informal statement (H₂ | T = -H₂)."
"140","f226b686-e0cf-4a25-ac3c-9954ebc0d1da","cc982c0b-4b06-4e43-ac73-9d2f26e98964","40","kbuzzard/ClassFieldTheory","Rep.ind₁'_π","partial","The formal declaration only declares the natural transformation π : ind₁' → id without the full content described in the informal statement, which includes the definition of down(M) as the kernel, the short exact sequence, and the functoriality with commutative diagrams.","partial","The formal declaration correctly captures that Rep.ind₁'_π is a natural transformation from the induced representation functor to the identity functor, but it only declares the existence of this map without explicitly stating the surjectivity property, the kernel definition (down(M)), or the short exact sequence that are central to the informal statement."
