"case","row_type","direction","rank","sid","similarity","formality","kind","paper_title","decl_name_or_ref","slogan","body_short"
"9","topk_candidate","i2f","1","a427a925-bbf8-43d8-a047-1d0388fbbdf4","0.7142","formal","theorem","carleson","eLpNorm_czOperator_restrict_two_three_of_support_subset","The operator czOperator K r applied to a function g supported in the interval [1, 4] produces a result whose L2 norm over [2, 3] is bounded by a constant (2^8) times the L2 norm of g over [1, 4], and…","eLpNorm_czOperator_restrict_two_three_of_support_subset {g : ℝ → ℂ} {r : ℝ} (hr : r ∈ Set.Ioo 0 1)   (hg : MeasureTheory.MemLp g ⊤ MeasureTheory.volume) (h'g : Function.support g ⊆ Set.Icc 1 4) :   MeasureTheory.eLpNorm (czOperator K r g) …"
"9","topk_candidate","i2f","2","424f008e-1ffd-4213-8793-0bb424de90f9","0.7045","formal","theorem","carleson","norm_sub_indicator_k","For real numbers x and r where r is positive and less than 1, and the absolute value of x is between r and pi, the difference between 1 over (1 minus the complex exponential of i times x) and the ind…","norm_sub_indicator_k {x r : ℝ} (hxr : r ≤ |x|) (hxpi : |x| ≤ Real.pi) (hr : 0 < r) (h'r : r < 1) :   ‖(1 - Complex.exp (Complex.I * ↑x))⁻¹ - {y | |y| ∈ Set.Ico r 1}.indicator k x‖ ≤ 2 * niceKernel r x"
"9","topk_candidate","i2f","3","a50325a8-83b8-4834-ab2d-c82eae8d94b2","0.6997","formal","theorem","carleson","eLpNorm_czOperator_restrict_two_three","The operator czOperator K r applied to a function g has a bounded L2 norm on the interval [2, 3], and this bound is controlled by a constant multiple (2^8) of the L2 norm of g on the interval [1, 4],…","eLpNorm_czOperator_restrict_two_three {g : ℝ → ℂ} {r : ℝ} (hr : r ∈ Set.Ioo 0 1)   (hg : MeasureTheory.MemLp g ⊤ MeasureTheory.volume) :   MeasureTheory.eLpNorm (czOperator K r g) 2 (MeasureTheory.volume.restrict (Set.Ioc 2 3)) ≤     2 ^ 8…"
"9","topk_candidate","i2f","4","2057e376-5f7d-437e-8389-2a69265abc11","0.6978","formal","theorem","carleson","dist_dirichletApprox_le","The difference between the Dirichlet approximation kernel and a truncated version of the Hilbert kernel on the interval [-pi, pi] is bounded by 12 times a well-behaved kernel function called niceKern…","dist_dirichletApprox_le {r : ℝ} (hr : r ∈ Set.Ioo 0 1) {n : ℕ} (hn : n = ⌈r⁻¹⌉₊) {x : ℝ}   (hx : x ∈ Set.Icc (-Real.pi) Real.pi) :   dist (dirichletApprox n x) ({y | |y| ∈ Set.Ico r 1}.indicator k x) ≤ 12 * niceKernel r x"
"9","topk_candidate","i2f","5","c73e4212-522d-4e2c-b314-57346eb900f8","0.6932","formal","theorem","carleson","norm_czOperator_le_add","The norm of the operator czOperator applied to a function g at a point x in [2, 3] is bounded by the sum of two terms: the integral of g multiplied by an approximating Dirichlet kernel over [0, 2*pi]…","norm_czOperator_le_add {g : ℝ → ℂ} {r x : ℝ} (hr : r ∈ Set.Ioo 0 1) {n : ℕ} (hn : n = ⌈r⁻¹⌉₊)   (hg : MeasureTheory.MemLp g ⊤ MeasureTheory.volume) (hx : 2 ≤ x) (h'x : x ≤ 3)   (h'g : Function.support g ⊆ Set.Icc 1 4) :   ‖czOperator K r g…"
"10","gold_informal","","","21943b97-b514-45b9-b880-a897c893c48f","","informal","lemma","Carleson operators on doubling metric measure spaces","7.1.2","The union of all cubes in the collection D equals the disjoint union of the largest cubes in J(S), and also equals the disjoint union of the largest cubes in L(S), where these largest cubes do not ov…","For each $\mathfrak{S} \subset {\mathfrak P}$, we have \begin{equation} \bigcup_{I \in \mathcal{D}} I = \dot{\bigcup_{J \in \mathcal{J}(\mathfrak{S})}} J \end{equation} and \begin{equation} \bigcup_{I \in \mathcal{D}} I = \dot{\bigcup_{L \…"
"10","gold_formal","","","ff774c7d-4ba1-4571-aaa3-3dc525146b3b","","formal","theorem","carleson","TileStructure.Forest.biUnion_𝓛","The union of all tiles in the collection 𝓛 𝔖 is equal to the union of all tiles I, meaning that combining all elements from the tiles in 𝓛 𝔖 covers exactly the same space as combining all the tiles I…","TileStructure.Forest.biUnion_𝓛.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X}   [MetricSpace X] [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)]   {𝔖 : Se…"
"10","topk_candidate","f2i","1","68f78aa6-d34c-4ad2-9280-af2fddf6c0ec","0.8118","informal","corollary","Fragmenting any Parallelepiped into a Signed Tiling","5.9","The union of certain tile sets indexed by (z, tau) and (z, gamma) equals the union of another collection of tile sets indexed by (z, sigma, j, s), showing that all tiles in the space can be accounted…","Given the definitions above, we find the following equality: \[ \biguplus_{\tau \in \binom{[r+k]}{r-1},~ \mathbf z \in \mathbb Z^{r+k}} {\mathbf F^{~}_{(\mbf z,\tau)}(M)}\mathbf z,\tau} \hspace{10pt} \mathlarger{\biguplus} \hspace{10pt} \b…"
"10","topk_candidate","f2i","2","dfe1e5a6-f7d7-4f20-bd11-05f6ffadae30","0.7572","informal","definition","Loop unrolling: formal definition and application to testing","","L is the union of all the sets L sub i.","{[LOOP\_DEF2]} $$L = \bigcup L_i$$"
"10","topk_candidate","f2i","3","abe2dfd5-3aa9-44e2-81f5-b9d6363519fc","0.7547","informal","definition","Loop unrolling: formal definition and application to testing","","L is the union of all the sets L_i.","{[LOOP\_DEF2]} $$L = \bigcup L_i$$"
"10","topk_candidate","f2i","4","3556e341-4400-45ff-b8c6-2b7e8a5e790c","0.7511","informal","lemma","A guide to Carleson's Theorem","2.4","Given two sets of non-overlapping tiles where the area covered by the second set is contained within the area of the first, there exists another set of non-overlapping tiles that includes all tiles f…","Let ${\bf p},{\bf p}'$ be a finite collections of pairwise disjoint tiles such that $A({\bf p}')\subset A({\bf p})$. Then there exists a collection ${\bf p}''$ of pairwise disjoint tiles which includes all the tiles in ${\bf p}'$ such that…"
"10","topk_candidate","f2i","5","adf017a5-0b96-467f-9bf6-6af94d71645d","0.7330","informal","claim","A Lower Bound for Relaxed Locally Decodable Codes","5.3","The union of the sets S_i for all i from 1 to l equals the set T_1.","$\bigcup_{i\in[\ell]}\mathcal{S}_i = \mathcal{T}_1$."
"10","topk_candidate","i2f","1","e07c06c6-0c36-4c35-87d6-8a5adc87e52a","0.6917","formal","theorem","carleson","iUnion_MsetA_eq_setA","The union of all cubes in the finite set MsetA with parameters l, k, n equals the set setA with the same parameters. Each cube in MsetA is a dyadic grid element in a metric space X, selected based on…","iUnion_MsetA_eq_setA.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {k n l : ℕ} :   ⋃ i…"
"10","topk_candidate","i2f","2","ff774c7d-4ba1-4571-aaa3-3dc525146b3b","0.6696","formal","theorem","carleson","TileStructure.Forest.biUnion_𝓛","The union of all tiles in the collection 𝓛 𝔖 is equal to the union of all tiles I, meaning that combining all elements from the tiles in 𝓛 𝔖 covers exactly the same space as combining all the tiles I…","TileStructure.Forest.biUnion_𝓛.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X}   [MetricSpace X] [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)]   {𝔖 : Se…"
"10","topk_candidate","i2f","3","23f5b630-ec0b-4595-a319-89ae9abe9c8f","0.6385","formal","theorem","carleson","Grid.maxCubes_pairwiseDisjoint","The theorem states that for any finite collection of grid cubes in a pseudo-metric space with a doubling measure, the maximal cubes (with respect to inclusion) are pairwise disjoint, meaning no two o…","Grid.maxCubes_pairwiseDisjoint.{u_1} {X : Type u_1} [PseudoMetricSpace X] {a : ℕ} {q : ℝ} {K : X → X → ℂ}   {σ₁ σ₂ : X → ℤ} {F G : Set X} [ProofData a q K σ₁ σ₂ F G]   [GridStructure X (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {…"
"10","topk_candidate","i2f","4","9415f228-5bdd-4489-a1e9-b063563e9426","0.6360","formal","definition","carleson","Grid.maxCubes","Grid.maxCubes takes a finite collection of dyadic cubes in a pseudometric space and returns the largest cubes from that collection, where ""largest"" means not properly contained in any other cube in t…","Grid.maxCubes.{u_1} {X : Type u_1} [PseudoMetricSpace X] {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X}   [ProofData a q K σ₁ σ₂ F G] [GridStructure X (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)]   (s : Finset (Grid …"
"10","topk_candidate","i2f","5","476a3de6-411d-473b-965a-edf17f85b26f","0.6294","formal","theorem","carleson","iUnion_𝔘₄","The union of the sets 𝔘₄(k, n, j, l) over all l from 0 to 4*n + 11 equals the set 𝔘₃(k, n, j), meaning these 𝔘₄ sets together cover 𝔘₃ without overlap.","iUnion_𝔘₄.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {k n j : ℕ}   (hkn : k ≤ n) : …"
"11","gold_informal","","","cc42e84e-8c94-48c5-bb4d-8ae39b8059ee","","informal","definition","Brownian motion project","2.2.3","For a collection of sets S, S cap f is the set of all possible finite intersections of sets from S.","\mathlibok \lean{infClosure} For a paving $S$, we denote by $S^{\cap f}$ the set of finite intersections of sets in $S$."
"11","gold_formal","","","569814d9-d78c-4d87-a714-4d86e8179f5e","","formal","def","Mathlib_v427","infClosure","The infClosure function computes the smallest set that contains a given collection of elements and is closed under finite infima (greatest lower bounds), meaning that taking the infimum of any nonemp…",""
"11","topk_candidate","f2i","1","e1f5a179-f5bf-4361-99f2-3423c0d3f9fa","0.7973","informal","lemma","Semistar operations on Dedekind domains","3.3","For a set S, two operations that extend a collection of elements from Z(S) by adding all elements less than or equal to some element in the collection, or by adding all existing infima of subsets, ar…","Let $S$ be a set. For any ${\mathcal X} \subseteq {\mathcal Z}(S)$, let $${\mathcal X}^\preceq = \{g \in {\mathcal Z}(S): g \preceq f \mbox{ for some } f \in {\mathcal X}\},$$ and let $${\mathcal X}^{\inf} = \{\inf {\mathcal Y}: {\mathcal …"
"11","topk_candidate","i2f","1","a61572a6-87c7-40b6-b2d8-30a6d7869901","0.7100","formal","theorem","brownian-motion","mem_infClosure_set_iff","A set s is in the infimum closure of a collection S of sets if and only if there exists a nonempty family L of sets from S such that s is the intersection of all sets in L.","mem_infClosure_set_iff.{u_4} {α : Type u_4} {S : Set (Set α)} (s : Set α) :   s ∈ infClosure S ↔ ∃ L, L.Nonempty ∧ s = ⋂₀ ↑L ∧ ↑L ⊆ S"
"11","topk_candidate","i2f","2","c9462a2a-114b-4f47-b768-613230dbefae","0.6930","formal","theorem","cslib","Cslib.CLL.PhaseSpace.iInter_eq_sInf_image","The intersection of a family of sets f x, where x ranges over a set S, is equal to the infimum of the collection of sets obtained by applying f to each element of S. In other words, taking the common…","Cslib.CLL.PhaseSpace.iInter_eq_sInf_image.{u_1, u_2} {P : Type u_1} {α : Type u_2} (S : Set α) (f : α → Set P) :   ⋂ x ∈ S, f x = sInf (f '' S)"
"11","topk_candidate","i2f","3","914c77ed-e202-4294-815a-4fab63a4d95f","0.6869","formal","theorem","brownian-motion","mem_supClosure_set_iff'","A set s is in the supClosure of a collection S of sets if and only if s can be written as the union of a nonempty finite family of sets, each of which belongs to S.","mem_supClosure_set_iff'.{u_4} {α : Type u_4} {S : Set (Set α)} (s : Set α) :   s ∈ supClosure S ↔ ∃ t, ∃ (_ : t.Nonempty), ∃ A, (∀ n ∈ t, A n ∈ S) ∧ s = ⋃ n ∈ t, A n"
"11","topk_candidate","i2f","4","15412f61-4809-4258-9d28-ed34bda02d86","0.6831","formal","theorem","pfr","ProbabilityTheory.EventuallyEq.finite_iInter","If two families of sets E and F are eventually equal along a filter for each index in a finite set s, then the intersection of the E sets over s is eventually equal to the intersection of the F sets …","ProbabilityTheory.EventuallyEq.finite_iInter.{u_2, u_14} {ι : Type u_14} {α : Type u_2} {l : Filter α} (s : Finset ι)   {E F : ι → Set α} (h : ∀ i ∈ s, E i =ᶠ[l] F i) : ⋂ i ∈ s, E i =ᶠ[l] ⋂ i ∈ s, F i"
"11","topk_candidate","i2f","5","7ff1b5dd-2c94-4c26-a3f0-697672ef55c8","0.6798","formal","theorem","brownian-motion","InfClosed.image2_prod","If two collections of sets p and q are closed under finite intersections, then the collection of all product sets of the form x1 × x2, where x1 is in p and x2 is in q, is also closed under finite int…","InfClosed.image2_prod.{u_1, u_3} {𝓧 : Type u_1} {𝓚 : Type u_3} {p : Set (Set 𝓧)} {q : Set (Set 𝓚)}   (hp_inter : InfClosed p) (hq_inter : InfClosed q) : InfClosed (Set.image2 (fun x1 x2 => x1 ×ˢ x2) p q)"
"12","gold_informal","","","e40496af-ebfc-4d47-ab09-e3f62d6bd966","","informal","lemma","Brownian motion project","1.3.3","The expected value of the 2n-th power of the difference between a normally distributed random variable and its mean is equal to the variance raised to the n-th power multiplied by the double factoria…","\uses{def:gaussianReal} \leanok \lean{ProbabilityTheory.centralMoment_two_mul_gaussianReal} The central moment of order $2n$ of a real Gaussian measure $\mathcal{N}(\mu, \sigma^2)$ is given by \begin{align*} \mathbb{E}[(X - \mu)^{2n}] = \s…"
"12","gold_formal","","","ecd8689e-d2e9-4ed8-9b98-a32114ea9439","","formal","theorem","brownian-motion","ProbabilityTheory.centralMoment_two_mul_gaussianReal","For a normal distribution with mean μ and standard deviation σ, the central moment of order 2n is equal to σ raised to the power 2n multiplied by the double factorial of (2n - 1). This formula gives …","ProbabilityTheory.centralMoment_two_mul_gaussianReal (μ : ℝ) (σ : NNReal) (n : ℕ) :   ProbabilityTheory.centralMoment id (2 * n) (ProbabilityTheory.gaussianReal μ (σ ^ 2)) =     ↑σ ^ (2 * n) * ↑(2 * n - 1).doubleFactorial"
"12","topk_candidate","f2i","1","2fb73eab-1577-4c1d-9183-51df65ceac01","0.8430","informal","corollary","High order tensor moments of random vectors","4.4","For a standard normal random variable x, the 2n-th moment is equal to the double factorial of (2n minus 1). This means the expected value of x raised to the power 2n is (2n-1)!!. The odd moments are …","Let $x\sim N(0,1)$ be a SND random variable. Then its $2n$-order moment $m_{2n}=(2n-1)!!$."
"12","topk_candidate","f2i","2","e40496af-ebfc-4d47-ab09-e3f62d6bd966","0.8140","informal","lemma","Brownian motion project","1.3.3","The expected value of the 2n-th power of the difference between a normally distributed random variable and its mean is equal to the variance raised to the n-th power multiplied by the double factoria…","\uses{def:gaussianReal} \leanok \lean{ProbabilityTheory.centralMoment_two_mul_gaussianReal} The central moment of order $2n$ of a real Gaussian measure $\mathcal{N}(\mu, \sigma^2)$ is given by \begin{align*} \mathbb{E}[(X - \mu)^{2n}] = \s…"
"12","topk_candidate","f2i","3","e656dfaf-509b-4ac9-95f0-460f1c066be2","0.7890","informal","lemma","A scattering transform for graphs based on heat semigroups, with an   applicati…","4.5","The n-th moment of a log-normal random variable with mean mu_i and variance sigma_i squared is equal to e raised to the power of n times n minus one times sigma_i squared divided by two. This formula…","If $\{e^{\nu(i)}\}_{i \in V}$ is a log-normal multiplicative random walk indexed by $V$, and $\mu_i = \mathbb E[\nu(i)]$, $\sigma_i^2 = \mathbb E[ \nu(i)^2 ] - \mu_i^2$, then the $n$-th moment is computed as $$ \mathbb E [ e^{n \nu(i)} ] =…"
"12","topk_candidate","f2i","4","4c0c2d2d-eb3d-4709-84f5-3d1078e136f1","0.7858","informal","lemma","A Bayesian Two-Sample Mean Test for High-Dimensional Data","9","The even moments of a standard normal random variable are given by a formula involving the gamma function and powers of 2, while all odd moments are zero. For example, the second moment is 1, the fou…","The $w$th moments of a standard normal random variable $X$ are as follows \begin{equation*} {E}(X^w)= \begin{cases} \frac{\Gamma(\frac{w+1}{2})2^\frac{w+1}{2}}{\sqrt{2\pi}} & w =2t,\\ 0 \quad\quad\quad\quad & w=2t+1,\\ \end{cases} \end{equ…"
"12","topk_candidate","f2i","5","e266a7d0-3324-4128-8816-b5fd59b342de","0.7815","informal","proposition","Gaussian mixtures closest to a given measure via optimal transport","2.2","For any positive sigma, the j-th moment of a normal distribution with mean m and standard deviation sigma is a polynomial in m and sigma of degree at most j. For even moments, this polynomial is a su…","If $\sigma>0$ then for every $j\in\mathbb{N}$, the moment \begin{equation} (m,\sigma)\mapsto \frac{1}{\sqrt{2\pi}\sigma}\int x^j\,\exp\frac{-(x-m)^2}{2\sigma^2}\,\mathrm{dx}\,,\end{equation} is a polynomial $p_j\in\mathbb{R}[m,\sigma]$ of …"
"12","topk_candidate","i2f","1","1833f291-5b49-4eb8-ba27-a991421dea90","0.8315","formal","theorem","brownian-motion","ProbabilityTheory.centralMoment_fun_two_mul_gaussianReal","For a Gaussian (normal) distribution with mean μ and standard deviation σ, the (2n)-th central moment of the identity function is equal to σ raised to the power 2n, multiplied by the double factorial…","ProbabilityTheory.centralMoment_fun_two_mul_gaussianReal (μ : ℝ) (σ : NNReal) (n : ℕ) :   ProbabilityTheory.centralMoment (fun x => x) (2 * n) (ProbabilityTheory.gaussianReal μ (σ ^ 2)) =     ↑σ ^ (2 * n) * ↑(2 * n - 1).doubleFactorial"
"12","topk_candidate","i2f","2","ecd8689e-d2e9-4ed8-9b98-a32114ea9439","0.8140","formal","theorem","brownian-motion","ProbabilityTheory.centralMoment_two_mul_gaussianReal","For a normal distribution with mean μ and standard deviation σ, the central moment of order 2n is equal to σ raised to the power 2n multiplied by the double factorial of (2n - 1). This formula gives …","ProbabilityTheory.centralMoment_two_mul_gaussianReal (μ : ℝ) (σ : NNReal) (n : ℕ) :   ProbabilityTheory.centralMoment id (2 * n) (ProbabilityTheory.gaussianReal μ (σ ^ 2)) =     ↑σ ^ (2 * n) * ↑(2 * n - 1).doubleFactorial"
"12","topk_candidate","i2f","3","b3a8dffc-a927-48b7-a300-a26bd89232a1","0.6956","formal","theorem","brownian-motion","ProbabilityTheory.isKolmogorovProcess_brownian","For any positive natural number n, the Brownian motion process under the gaussianLimit measure satisfies a moment condition where the expected value of the distance between the process values at two …","ProbabilityTheory.isKolmogorovProcess_brownian {n : ℕ} (hn : 0 < n) :   ProbabilityTheory.IsKolmogorovProcess ProbabilityTheory.brownian ProbabilityTheory.gaussianLimit (2 * ↑n) ↑n     ↑(2 * n - 1).doubleFactorial"
"12","topk_candidate","i2f","4","cadb54d2-2d4a-4037-8d1d-43b94cc9d8b7","0.6775","formal","theorem","brownian-motion","ProbabilityTheory.IndepFun.hasLaw_sub_of_gaussian","If two real-valued random variables X and Y are defined on the same probability space, X has a Gaussian distribution with mean μX and variance vX, Y has a Gaussian distribution with mean μY and varia…","ProbabilityTheory.IndepFun.hasLaw_sub_of_gaussian.{u_2} {Ω : Type u_2} {mΩ : MeasurableSpace Ω}   {P : MeasureTheory.Measure Ω} {X Y : Ω → ℝ} {μX μY : ℝ} {vX vY : NNReal}   (hX : ProbabilityTheory.HasLaw X (ProbabilityTheory.gaussianReal μ…"
"12","topk_candidate","i2f","5","3537807d-de2f-47f4-99fb-8a3af060a39e","0.6698","formal","theorem","brownian-motion","ProbabilityTheory.HasGaussianLaw.charFun_map_real","If a real-valued random variable X has a Gaussian distribution with respect to a probability measure P, then the characteristic function of the distribution of X is given by the exponential of a comp…","ProbabilityTheory.HasGaussianLaw.charFun_map_real.{u_2} {Ω : Type u_2} {mΩ : MeasurableSpace Ω}   {P : MeasureTheory.Measure Ω} {X : Ω → ℝ} (h : ProbabilityTheory.HasGaussianLaw X P) (t : ℝ) :   MeasureTheory.charFun (MeasureTheory.Measure…"
"13","gold_informal","","","a8a359a1-fd92-423c-90bb-0ad08f9a9736","","informal","definition","Brownian motion project","1.3.1","The real Gaussian measure with mean mu and variance sigma squared is a probability measure on the real numbers that has a bell-shaped density curve when variance is positive, and is concentrated at a…","\mathlibok \lean{ProbabilityTheory.gaussianReal} The real Gaussian measure with mean $\mu \in \mathbb{R}$ and variance $\sigma^2 > 0$ is the measure on $\mathbb{R}$ with density $\frac{1}{\sqrt{2 \pi \sigma^2}} \exp\left(-\frac{(x - \mu)^2…"
"13","gold_formal","","","fb0d0a13-1f9b-44f6-b301-138e3b37d9d8","","formal","definition","Mathlib_v427","ProbabilityTheory.gaussianReal","The gaussianReal function creates a probability measure on the real numbers that represents a normal (Gaussian) distribution with a given mean μ and variance v, where v is non-negative. This measure …","ProbabilityTheory.gaussianReal (μ : ℝ) (v : NNReal) : MeasureTheory.Measure ℝ"
"13","topk_candidate","f2i","1","22f0b4b2-7fd6-453d-bb88-9741dd4ae5ad","0.8840","informal","definition","Remarks on multivariate Gaussian Process","2.1","A Gaussian measure on the real numbers is a probability distribution defined by a bell-shaped curve centered at a mean value mu, with spread determined by a positive variance sigma squared, where the…","Let $\mathcal{B}(\mathbb{R})$ denote the completion of the Borel $\sigma$-algebra on $\mathbb{R}$. Let $\lambda: \mathcal{B}(\mathbb{R}) \mapsto [0, + \infty]$ denote the usual Lebesgue measure. Then the Borel probability measure $\gamma: …"
"13","topk_candidate","f2i","2","a8a359a1-fd92-423c-90bb-0ad08f9a9736","0.8196","informal","definition","Brownian motion project","1.3.1","The real Gaussian measure with mean mu and variance sigma squared is a probability measure on the real numbers that has a bell-shaped density curve when variance is positive, and is concentrated at a…","\mathlibok \lean{ProbabilityTheory.gaussianReal} The real Gaussian measure with mean $\mu \in \mathbb{R}$ and variance $\sigma^2 > 0$ is the measure on $\mathbb{R}$ with density $\frac{1}{\sqrt{2 \pi \sigma^2}} \exp\left(-\frac{(x - \mu)^2…"
"13","topk_candidate","f2i","3","06d402ff-e1f1-41d6-9eed-dc1b5472b20e","0.8080","informal","lemma","Brownian motion project","1.3.5","A Gaussian measure is a type of probability measure.","\uses{def:IsGaussian} \mathlibok A Gaussian measure is a probability measure."
"13","topk_candidate","f2i","4","dae21872-2d8e-4d10-a1e2-2a199402e27a","0.8068","informal","definition","Integral Signatures of Activation Functions: A 9-Dimensional Taxonomy and Stabi…","2.2","For a positive number sigma, the Gaussian measure is a probability distribution on the real line defined by a normal distribution with mean zero and standard deviation sigma. The space Lp of real fun…","For $\sigma>0$ let \[ d\gamma_\sigma(x) \;:=\; \frac{1}{\sqrt{2\pi}\,\sigma}\,e^{-x^2/(2\sigma^2)}\,dx, \qquad Z\sim\mathcal{N}(0,\sigma^2). \] Then \[ L^p(\mathbb{R},\gamma_\sigma) \;:=\; \Big\{ f:\mathbb{R}\to\mathbb{R}\ \Big|\ \int_{\ma…"
"13","topk_candidate","f2i","5","5d89b1f6-5fbc-46fe-beb7-63c2e6b30460","0.7944","informal","definition","Linearization Turns Neural Operators into Function-Valued Gaussian   Processes","7.4","A probability measure is called Gaussian if every linear functional associated with it behaves like a normal (Gaussian) random variable. A random variable taking values in a measurable space is Gauss…","[Definition 2.2.1(a)]{Bogachev1998GaussianMeasures}}] A probability measure $\gamma$ on $(\nooutsp, \sigma(\setsym{L}))$ is called \emph{Gaussian} if every linear functional $\ell \in \setsym{L}$ is a univariate Gaussian random variable on…"
"13","topk_candidate","i2f","1","6197435d-4ede-4069-a4e3-55de1e321027","0.7610","formal","theorem","brownian-motion","ProbabilityTheory.HasLaw.ae_eq_const_of_gaussianReal","If a real-valued random variable has a Gaussian distribution with mean μ and variance 0, then it is almost surely equal to μ, meaning it takes the value μ with probability one.","ProbabilityTheory.HasLaw.ae_eq_const_of_gaussianReal.{u_1} {Ω : Type u_1} {mΩ : MeasurableSpace Ω}   {P : MeasureTheory.Measure Ω} {X : Ω → ℝ} {μ : ℝ}   (hX : ProbabilityTheory.HasLaw X (ProbabilityTheory.gaussianReal μ 0) P) : ∀ᵐ (ω : Ω) …"
"13","topk_candidate","i2f","2","6efda68c-f3da-4529-8aef-99a8a74fbcf1","0.7163","formal","theorem","brownian-motion","ProbabilityTheory.eq_gaussianReal_integral_variance","If a measure μ is a Gaussian distribution with mean m and variance v, then μ is also a Gaussian distribution with mean equal to the integral of the identity function over μ and variance equal to the …","ProbabilityTheory.eq_gaussianReal_integral_variance {μ : MeasureTheory.Measure ℝ} {m : ℝ} {v : NNReal}   (h : μ = ProbabilityTheory.gaussianReal m v) :   μ = ProbabilityTheory.gaussianReal (∫ (x : ℝ), id x ∂μ) (ProbabilityTheory.variance i…"
"13","topk_candidate","i2f","3","3537807d-de2f-47f4-99fb-8a3af060a39e","0.7081","formal","theorem","brownian-motion","ProbabilityTheory.HasGaussianLaw.charFun_map_real","If a real-valued random variable X has a Gaussian distribution with respect to a probability measure P, then the characteristic function of the distribution of X is given by the exponential of a comp…","ProbabilityTheory.HasGaussianLaw.charFun_map_real.{u_2} {Ω : Type u_2} {mΩ : MeasurableSpace Ω}   {P : MeasureTheory.Measure Ω} {X : Ω → ℝ} (h : ProbabilityTheory.HasGaussianLaw X P) (t : ℝ) :   MeasureTheory.charFun (MeasureTheory.Measure…"
"13","topk_candidate","i2f","4","1e322209-f17e-4b3c-b255-85d292cf8f92","0.7020","formal","theorem","brownian-motion","ProbabilityTheory.HasGaussianLaw.map_eq_gaussianReal","If a real-valued function X on a probability space has a Gaussian distribution, then the pushforward measure of the probability measure P under X is a Gaussian measure on the real line with mean equa…","ProbabilityTheory.HasGaussianLaw.map_eq_gaussianReal.{u_2} {Ω : Type u_2} {mΩ : MeasurableSpace Ω}   {P : MeasureTheory.Measure Ω} {X : Ω → ℝ} (h : ProbabilityTheory.HasGaussianLaw X P) :   MeasureTheory.Measure.map X P =     ProbabilityTh…"
"13","topk_candidate","i2f","5","39bed2cf-7eea-436d-9bee-4ac38efd3edd","0.6903","formal","theorem","brownian-motion","ProbabilityTheory.hasLaw_eval_gaussianProjectiveFamily","For any finite set I of non-negative real numbers and any s in I, the evaluation of the gaussian projective family measure at s has a Gaussian distribution with mean 0 and variance equal to s. This m…","ProbabilityTheory.hasLaw_eval_gaussianProjectiveFamily {I : Finset NNReal} (s : ↥I) :   ProbabilityTheory.HasLaw (fun x => x s) (ProbabilityTheory.gaussianReal 0 ↑s)     (ProbabilityTheory.gaussianProjectiveFamily I)"
"14","gold_informal","","","f38835b2-46ec-462a-b5dd-22010a3600fa","","informal","lemma","Carleson operators on doubling metric measure spaces","5.2.3","If two elements p and p' in M(k,n) have nonempty intersection in their E1 sets, then p and p' must be the same element. This means the E1 sets for distinct elements in M(k,n) are pairwise disjoint.","If ${\mathfrak p}, {\mathfrak p}' \in {\mathfrak{M}}(k,n)$ and \begin{equation} {E_1}({\mathfrak p})\cap {E_1}({\mathfrak p}')\neq \emptyset, \end{equation} then ${\mathfrak p}={\mathfrak p}'$."
"14","gold_formal","","","dcc9a876-9067-4dff-a3c8-83ac2a0775a6","","formal","theorem","carleson","pairwiseDisjoint_E1","The sets E₁ associated with different tiles at scales k and n are pairwise disjoint, meaning no two distinct sets E₁ share any common points. This holds in a metric space equipped with a structured t…","pairwiseDisjoint_E1.{u_1} {X : Type u_1} {a : ℕ} {q : ℝ} {K : X → X → ℂ} {σ₁ σ₂ : X → ℤ} {F G : Set X} [MetricSpace X]   [ProofData a q K σ₁ σ₂ F G] [TileStructure Q (defaultD a) (defaultκ a) (defaultS X) (cancelPt X)] {k n : ℕ} :   (𝔐 k n…"
